country,code,year,books_pc
France,FRA,1716,73.77831151
France,FRA,1717,70.9107174
France,FRA,1718,68.37312907
France,FRA,1719,63.30748018
France,FRA,1720,72.19582883
France,FRA,1721,71.56663505
France,FRA,1722,75.19620217
France,FRA,1723,70.78727162
France,FRA,1724,70.3211243
France,FRA,1725,68.76024949
France,FRA,1726,60.64147847
France,FRA,1727,57.85982251
France,FRA,1728,61.47031165
France,FRA,1729,65.84143807
France,FRA,1730,73.91234177
France,FRA,1731,65.09472715
France,FRA,1732,77.60627389
France,FRA,1733,73.89843079
France,FRA,1734,63.90759019
France,FRA,1735,67.2959244
France,FRA,1736,71.74013961
France,FRA,1737,71.73851206
France,FRA,1738,72.65040132
France,FRA,1739,78.87731677
France,FRA,1740,82.65067501
France,FRA,1741,72.03142179
France,FRA,1742,71.4235294
France,FRA,1743,72.4753589
France,FRA,1744,66.90682806
France,FRA,1745,67.06301668
France,FRA,1746,61.52937674
France,FRA,1747,61.69583944
France,FRA,1748,72.14667482
France,FRA,1749,91.17936523
France,FRA,1750,86.97588126
France,FRA,1751,93.82921278
France,FRA,1752,93.26388147
France,FRA,1753,101.2354083
France,FRA,1754,94.34145428
France,FRA,1755,90.85122486
France,FRA,1756,101.8221358
France,FRA,1757,95.71065013
France,FRA,1758,102.9770187
France,FRA,1759,111.0684673
France,FRA,1760,98.92390855
France,FRA,1761,89.43656878
France,FRA,1762,105.2369851
France,FRA,1763,102.6465542
France,FRA,1764,105.9147236
France,FRA,1765,101.9140997
France,FRA,1766,94.53411076
France,FRA,1767,107.1222061
France,FRA,1768,100.1907197
France,FRA,1769,95.82743487
France,FRA,1770,119.369308
France,FRA,1771,119.4446739
France,FRA,1772,114.9217461
France,FRA,1773,108.3404071
France,FRA,1774,120.3547485
France,FRA,1775,131.332304
France,FRA,1776,127.5115796
France,FRA,1777,125.6340402
France,FRA,1778,122.9447992
France,FRA,1779,103.8881649
France,FRA,1780,102.0916621
France,FRA,1781,96.77565824
France,FRA,1782,108.406847
France,FRA,1783,107.4199282
France,FRA,1784,142.7692792
France,FRA,1785,148.3959686
France,FRA,1786,138.0683918
France,FRA,1787,130.6005042
France,FRA,1788,147.649756
France,FRA,1789,271.2380792
France,FRA,1790,274.4246013
France,FRA,1791,232.7540484
France,FRA,1792,190.0062882
France,FRA,1793,142.5204759
France,FRA,1794,119.3620009
France,FRA,1795,122.537992
France,FRA,1796,87.99928985
France,FRA,1797,104.2063395
France,FRA,1798,108.9464941
France,FRA,1799,109.7925501
France,FRA,1800,106.7780276
France,FRA,1828,182.2766352
France,FRA,1889,374.9625037
France,FRA,1914,602.7582216
France,FRA,1938,193.6129647
France,FRA,1940,131.7073171
France,FRA,1941,98.18181818
France,FRA,1942,152.4873096
France,FRA,1943,203.025641
France,FRA,1944,223.1362468
France,FRA,1945,175.9949622
France,FRA,1946,220.6999255
France,FRA,1947,329.8672566
France,FRA,1948,344.028217
France,FRA,1949,238.8621022
France,FRA,1950,235.0298697
France,FRA,1951,240.2594373
France,FRA,1952,241.0615043
France,FRA,1953,230.3023336
France,FRA,1954,242.3896673
France,FRA,1955,266.7013433
France,FRA,1957,229.5357902
France,FRA,1958,256.8230604
France,FRA,1959,260.8337488
France,FRA,1960,254.8514511
France,FRA,1961,269.5849601
France,FRA,1962,276.1962195
France,FRA,1963,235.2097379
France,FRA,1964,273.0919626
France,FRA,1965,344.122726
France,FRA,1966,383.8301429
France,FRA,1967,375.5380059
France,FRA,1968,365.364267
France,FRA,1969,426.6174471
France,FRA,1970,441.7543049
France,FRA,1971,426.6859933
France,FRA,1972,463.1338148
France,FRA,1973,509.7406859
France,FRA,1974,488.8619855
France,FRA,1975,523.4917987
France,FRA,1976,542.310604
France,FRA,1977,582.4598183
France,FRA,1978,388.7220248
France,FRA,1979,456.2513677
France,FRA,1980,586.4271457
France,FRA,1981,673.4417589
France,FRA,1982,757.4196097
France,FRA,1983,671.8518121
France,FRA,1984,661.1847954
France,FRA,1985,670.2071163
France,FRA,1986,580.5905685
France,FRA,1987,763.3929355
France,FRA,1988,681.617326
France,FRA,1989,693.7790768
France,FRA,1990,717.2328428
France,FRA,1991,746.5221998
France,FRA,1992,770.9781002
France,FRA,1993,696.8851933
France,FRA,1994,762.2339978
France,FRA,1995,582.2280279
France,FRA,1996,818.9760091
Georgia,GEO,1924,252.099791
Georgia,GEO,1925,314.3704813
Georgia,GEO,1926,388.8465523
Georgia,GEO,1927,406.4461547
Georgia,GEO,1928,322.6835517
Georgia,GEO,1929,350.3424874
Georgia,GEO,1930,448.8030344
Georgia,GEO,1931,464.2824421
Georgia,GEO,1932,433.7335725
Georgia,GEO,1933,357.1558751
Georgia,GEO,1934,387.3897981
Georgia,GEO,1935,295.8403491
Georgia,GEO,1936,312.9824982
Georgia,GEO,1937,282.9270169
Georgia,GEO,1938,315.619551
Georgia,GEO,1939,400.1108987
Georgia,GEO,1940,463.1158855
Georgia,GEO,1941,394.5645076
Georgia,GEO,1942,171.9672109
Georgia,GEO,1943,151.3305105
Georgia,GEO,1944,161.2294728
Georgia,GEO,1945,167.8374997
Georgia,GEO,1946,210.2058197
Georgia,GEO,1947,273.1319687
Georgia,GEO,1948,362.7188599
Georgia,GEO,1949,379.39602
Georgia,GEO,1950,392.5359014
Georgia,GEO,1951,362.5848085
Georgia,GEO,1952,341.753421
Georgia,GEO,1953,412.7529264
Georgia,GEO,1954,474.4857521
Georgia,GEO,1955,498.0201999
Georgia,GEO,1956,456.3348747
Georgia,GEO,1957,490.7510447
Georgia,GEO,1958,512.4178085
Georgia,GEO,1959,538.1866916
Georgia,GEO,1960,606.7665565
Georgia,GEO,1961,622.4007762
Georgia,GEO,1962,547.369041
Georgia,GEO,1963,580.5415011
Georgia,GEO,1964,598.8428876
Georgia,GEO,1965,505.0438313
Georgia,GEO,1966,490.4713328
Georgia,GEO,1967,473.6258115
Georgia,GEO,1968,457.5666614
Georgia,GEO,1969,495.0181008
Georgia,GEO,1970,470.9775778
Georgia,GEO,1971,524.2925004
Georgia,GEO,1972,468.8210008
Georgia,GEO,1973,427.2822404
Georgia,GEO,1974,480.9636044
Georgia,GEO,1975,401.0081557
Georgia,GEO,1976,468.7592545
Georgia,GEO,1977,497.6363282
Georgia,GEO,1978,474.0490218
Georgia,GEO,1979,466.4641934
Georgia,GEO,1980,416.7907823
Georgia,GEO,1981,383.9824898
Georgia,GEO,1982,478.7096716
Georgia,GEO,1983,473.4039184
Georgia,GEO,1984,484.7217713
Georgia,GEO,1985,487.3909027
Georgia,GEO,1986,478.4466216
Georgia,GEO,1987,499.621181
Georgia,GEO,1988,435.506014
Georgia,GEO,1989,365.1280653
Georgia,GEO,1990,305.7384283
Germany,DEU,1500,45.23809524
Germany,DEU,1501,14.27510346
Germany,DEU,1502,13.68022658
Germany,DEU,1503,11.09582128
Germany,DEU,1504,13.63260578
Germany,DEU,1505,13.32533971
Germany,DEU,1506,12.45305485
Germany,DEU,1507,14.69160898
Germany,DEU,1508,13.53786091
Germany,DEU,1509,14.92201502
Germany,DEU,1510,15.73919163
Germany,DEU,1511,10.10042596
Germany,DEU,1512,15.68440358
Germany,DEU,1513,14.81830892
Germany,DEU,1514,18.1417394
Germany,DEU,1515,15.32396142
Germany,DEU,1516,19.46924872
Germany,DEU,1517,15.27061878
Germany,DEU,1518,30.21087033
Germany,DEU,1519,34.03177829
Germany,DEU,1520,49.99204465
Germany,DEU,1521,49.07780377
Germany,DEU,1522,47.06564565
Germany,DEU,1523,64.29342482
Germany,DEU,1524,67.74705943
Germany,DEU,1525,57.77217847
Germany,DEU,1526,35.80555233
Germany,DEU,1527,35.19748115
Germany,DEU,1528,29.41632554
Germany,DEU,1529,45.95091513
Germany,DEU,1530,61.34210745
Germany,DEU,1531,54.19048548
Germany,DEU,1532,50.03887849
Germany,DEU,1533,58.86201505
Germany,DEU,1534,49.32561564
Germany,DEU,1535,51.39224442
Germany,DEU,1536,51.30271837
Germany,DEU,1537,50.14081742
Germany,DEU,1538,54.60378696
Germany,DEU,1539,48.36308142
Germany,DEU,1540,50.67943714
Germany,DEU,1541,53.52011428
Germany,DEU,1542,40.13661243
Germany,DEU,1543,44.5775137
Germany,DEU,1544,50.3272215
Germany,DEU,1545,50.76838811
Germany,DEU,1546,62.0301457
Germany,DEU,1547,22.13385283
Germany,DEU,1548,51.29264987
Germany,DEU,1549,56.98007958
Germany,DEU,1550,64.4824036
Germany,DEU,1551,52.59506071
Germany,DEU,1552,38.92046
Germany,DEU,1553,39.63492831
Germany,DEU,1554,37.48346875
Germany,DEU,1555,42.3552919
Germany,DEU,1556,44.87546593
Germany,DEU,1557,42.984685
Germany,DEU,1558,44.20226905
Germany,DEU,1559,44.64135305
Germany,DEU,1560,55.6400857
Germany,DEU,1561,46.80025505
Germany,DEU,1562,60.58032903
Germany,DEU,1563,62.52479032
Germany,DEU,1564,65.74130697
Germany,DEU,1565,58.22142762
Germany,DEU,1566,60.41421576
Germany,DEU,1567,56.23748143
Germany,DEU,1568,55.12341509
Germany,DEU,1569,52.23798245
Germany,DEU,1570,55.69095284
Germany,DEU,1571,64.94382801
Germany,DEU,1572,64.32617588
Germany,DEU,1573,55.14859608
Germany,DEU,1574,56.56081481
Germany,DEU,1575,62.98681575
Germany,DEU,1576,58.11747129
Germany,DEU,1577,65.01818856
Germany,DEU,1578,62.90785127
Germany,DEU,1579,51.83348846
Germany,DEU,1580,80.59997489
Germany,DEU,1581,85.17787657
Germany,DEU,1582,73.13032407
Germany,DEU,1583,80.6744243
Germany,DEU,1584,80.03981532
Germany,DEU,1585,74.22844389
Germany,DEU,1586,76.31472565
Germany,DEU,1587,69.7923443
Germany,DEU,1588,79.7288684
Germany,DEU,1589,69.5493975
Germany,DEU,1590,77.74007314
Germany,DEU,1591,90.29471713
Germany,DEU,1592,89.65019309
Germany,DEU,1593,87.06211838
Germany,DEU,1594,98.07772003
Germany,DEU,1595,108.0853039
Germany,DEU,1596,127.734586
Germany,DEU,1597,103.1205569
Germany,DEU,1598,103.4230783
Germany,DEU,1599,116.9605037
Germany,DEU,1600,126.6066066
Germany,DEU,1601,110.22703
Germany,DEU,1602,112.5843253
Germany,DEU,1603,117.8192477
Germany,DEU,1604,106.2595925
Germany,DEU,1605,106.4576945
Germany,DEU,1606,91.07671329
Germany,DEU,1607,110.9262703
Germany,DEU,1608,113.7566243
Germany,DEU,1609,126.6392777
Germany,DEU,1610,141.665509
Germany,DEU,1611,118.8853867
Germany,DEU,1612,142.9891014
Germany,DEU,1613,128.1138873
Germany,DEU,1614,117.3120376
Germany,DEU,1615,119.4155153
Germany,DEU,1616,103.6120219
Germany,DEU,1617,121.2310309
Germany,DEU,1618,114.7426376
Germany,DEU,1619,114.2207303
Germany,DEU,1620,117.2746616
Germany,DEU,1621,95.54613523
Germany,DEU,1622,92.17420146
Germany,DEU,1623,82.85282661
Germany,DEU,1624,83.53430594
Germany,DEU,1625,74.4614958
Germany,DEU,1626,72.52987427
Germany,DEU,1627,55.86175994
Germany,DEU,1628,66.53259302
Germany,DEU,1629,77.90761848
Germany,DEU,1630,63.86869341
Germany,DEU,1631,62.18228968
Germany,DEU,1632,41.75492931
Germany,DEU,1633,41.02710328
Germany,DEU,1634,44.80394158
Germany,DEU,1635,36.72956483
Germany,DEU,1636,31.74084978
Germany,DEU,1637,31.72840323
Germany,DEU,1638,36.44968717
Germany,DEU,1639,28.15462275
Germany,DEU,1640,38.07661158
Germany,DEU,1641,41.6077999
Germany,DEU,1642,37.10149445
Germany,DEU,1643,49.60674284
Germany,DEU,1644,52.18472004
Germany,DEU,1645,47.44350961
Germany,DEU,1646,51.67191204
Germany,DEU,1647,50.00068394
Germany,DEU,1648,50.45259676
Germany,DEU,1649,51.13981482
Germany,DEU,1650,60.77833377
Germany,DEU,1651,54.86743672
Germany,DEU,1652,62.84918907
Germany,DEU,1653,61.88335233
Germany,DEU,1654,61.62388034
Germany,DEU,1655,63.48062311
Germany,DEU,1656,74.03168551
Germany,DEU,1657,66.9547835
Germany,DEU,1658,75.85233231
Germany,DEU,1659,75.82258832
Germany,DEU,1660,82.12848172
Germany,DEU,1661,86.31837089
Germany,DEU,1662,89.09814859
Germany,DEU,1663,98.20390843
Germany,DEU,1664,95.11969519
Germany,DEU,1665,90.63272711
Germany,DEU,1666,87.78797217
Germany,DEU,1667,80.49925456
Germany,DEU,1668,104.3272936
Germany,DEU,1669,99.6098643
Germany,DEU,1670,112.1924555
Germany,DEU,1671,99.29811692
Germany,DEU,1672,113.7393417
Germany,DEU,1673,106.9244177
Germany,DEU,1674,125.0851841
Germany,DEU,1675,125.0361344
Germany,DEU,1676,124.987104
Germany,DEU,1677,125.4042797
Germany,DEU,1678,113.7050022
Germany,DEU,1679,122.7439318
Germany,DEU,1680,112.4517485
Germany,DEU,1681,116.5967579
Germany,DEU,1682,110.9677536
Germany,DEU,1683,120.691154
Germany,DEU,1684,130.1744572
Germany,DEU,1685,120.364156
Germany,DEU,1686,114.9746988
Germany,DEU,1687,110.053812
Germany,DEU,1688,122.3114262
Germany,DEU,1689,104.6315414
Germany,DEU,1690,115.7220967
Germany,DEU,1691,97.13135286
Germany,DEU,1692,100.1057049
Germany,DEU,1693,112.3431214
Germany,DEU,1694,102.805745
Germany,DEU,1695,134.0116779
Germany,DEU,1696,121.0028046
Germany,DEU,1697,109.160474
Germany,DEU,1698,153.5045173
Germany,DEU,1699,133.1083289
Germany,DEU,1700,151.5361515
Germany,DEU,1701,118.0120207
Germany,DEU,1702,122.562929
Germany,DEU,1703,108.5947348
Germany,DEU,1704,113.597373
Germany,DEU,1705,114.4841247
Germany,DEU,1706,112.2071577
Germany,DEU,1707,126.3269704
Germany,DEU,1708,126.0269011
Germany,DEU,1709,118.8288455
Germany,DEU,1710,124.5413026
Germany,DEU,1711,116.9632494
Germany,DEU,1712,125.0495949
Germany,DEU,1713,122.780487
Germany,DEU,1714,113.5535408
Germany,DEU,1715,118.0751007
Germany,DEU,1716,108.0751624
Germany,DEU,1717,127.6459539
Germany,DEU,1718,108.0387035
Germany,DEU,1719,113.1412999
Germany,DEU,1720,125.0026121
Germany,DEU,1721,123.2143284
Germany,DEU,1722,116.3787731
Germany,DEU,1723,115.4765642
Germany,DEU,1724,123.5705878
Germany,DEU,1725,115.5625409
Germany,DEU,1726,108.8628926
Germany,DEU,1727,119.3561694
Germany,DEU,1728,118.0389652
Germany,DEU,1729,114.0683511
Germany,DEU,1730,126.2400288
Germany,DEU,1731,109.2660338
Germany,DEU,1732,117.5101831
Germany,DEU,1733,113.8005303
Germany,DEU,1734,119.3463857
Germany,DEU,1735,122.4473096
Germany,DEU,1736,114.9775575
Germany,DEU,1737,121.6326248
Germany,DEU,1738,117.1830021
Germany,DEU,1739,113.5540115
Germany,DEU,1740,133.430614
Germany,DEU,1741,119.6288557
Germany,DEU,1742,94.10350148
Germany,DEU,1743,105.1137214
Germany,DEU,1744,118.9174135
Germany,DEU,1745,114.5920875
Germany,DEU,1746,113.5447033
Germany,DEU,1747,115.7347224
Germany,DEU,1748,120.9326883
Germany,DEU,1749,125.1432403
Germany,DEU,1750,139.2642643
Germany,DEU,1751,137.194923
Germany,DEU,1752,144.7810326
Germany,DEU,1753,133.1398759
Germany,DEU,1754,119.4625282
Germany,DEU,1755,123.3862261
Germany,DEU,1756,127.618615
Germany,DEU,1757,110.6652269
Germany,DEU,1758,104.0732676
Germany,DEU,1759,95.97590528
Germany,DEU,1760,100.4513285
Germany,DEU,1761,81.48764686
Germany,DEU,1762,88.25222451
Germany,DEU,1763,91.48563365
Germany,DEU,1764,103.9237641
Germany,DEU,1765,94.76898995
Germany,DEU,1766,95.1965479
Germany,DEU,1767,99.14783278
Germany,DEU,1768,100.5454843
Germany,DEU,1769,103.0881628
Germany,DEU,1770,104.9401049
Germany,DEU,1771,106.1137599
Germany,DEU,1772,111.6751931
Germany,DEU,1773,103.557416
Germany,DEU,1774,115.3514029
Germany,DEU,1775,128.2882883
Germany,DEU,1776,121.330238
Germany,DEU,1777,120.7849916
Germany,DEU,1778,136.614602
Germany,DEU,1779,120.652179
Germany,DEU,1780,124.1656164
Germany,DEU,1781,122.3789477
Germany,DEU,1782,137.073549
Germany,DEU,1783,136.152454
Germany,DEU,1784,143.3043986
Germany,DEU,1785,140.694851
Germany,DEU,1786,149.2474438
Germany,DEU,1787,142.1451347
Germany,DEU,1788,141.3703099
Germany,DEU,1789,153.3322381
Germany,DEU,1790,166.1956074
Germany,DEU,1791,155.3479369
Germany,DEU,1792,160.9271735
Germany,DEU,1793,159.3489292
Germany,DEU,1794,153.752601
Germany,DEU,1795,146.3516022
Germany,DEU,1796,143.4482916
Germany,DEU,1797,150.7884833
Germany,DEU,1798,155.0892998
Germany,DEU,1799,145.8681683
Germany,DEU,1800,153.6420141
Germany,DEU,1843,437.5428536
Germany,DEU,1900,455.8358461
Germany,DEU,1927,591.7560877
Germany,DEU,1937,373.8850968
Germany,DEU,1938,371.0580822
Germany,DEU,1939,294.1142511
Germany,DEU,1940,296.4988902
Germany,DEU,1941,268.1652525
Germany,DEU,1944,75.91784155
Germany,DEU,1947,130.2992707
Germany,DEU,1951,235.7283719
Germany,DEU,1953,288.2520772
Germany,DEU,1954,309.8695306
Germany,DEU,1955,313.6805759
Germany,DEU,1958,373.7541627
Germany,DEU,1959,307.7602305
Germany,DEU,1960,375.3542193
Germany,DEU,1961,387.975638
Germany,DEU,1962,380.0018381
Germany,DEU,1963,403.0655798
Germany,DEU,1964,410.8905775
Germany,DEU,1965,414.7075159
Germany,DEU,1966,367.8179719
Germany,DEU,1967,456.1569422
Germany,DEU,1968,467.3406011
Germany,DEU,1969,500.6618282
Germany,DEU,1970,650.5649474
Germany,DEU,1971,579.6971309
Germany,DEU,1974,678.5186921
Germany,DEU,1975,589.9164774
Germany,DEU,1976,642.0136605
Germany,DEU,1977,698.3042504
Germany,DEU,1978,725.4111434
Germany,DEU,1979,838.6387869
Germany,DEU,1980,827.1102634
Germany,DEU,1981,797.7747458
Germany,DEU,1982,823.7669098
Germany,DEU,1983,827.7346403
Germany,DEU,1984,706.5789201
Germany,DEU,1985,780.8466579
Germany,DEU,1986,903.4468085
Germany,DEU,1987,928.8031501
Germany,DEU,1988,962.9174575
Germany,DEU,1989,915.4819598
Germany,DEU,1990,768.6406797
Germany,DEU,1991,848.7921696
Germany,DEU,1992,834.7253901
Germany,DEU,1993,828.3510167
Germany,DEU,1994,867.6991389
Germany,DEU,1995,908.3972702
Germany,DEU,1996,873.2985408
Greece,GRC,1937,113.8649075
Greece,GRC,1938,112.4458292
Greece,GRC,1939,110.9530464
Greece,GRC,1940,530.9065934
Greece,GRC,1941,524.9932084
Greece,GRC,1942,526.6385066
Greece,GRC,1943,529.6697273
Greece,GRC,1944,530.6150467
Greece,GRC,1945,135.345534
Greece,GRC,1946,133.5939606
Greece,GRC,1947,131.6243857
Greece,GRC,1948,127.8874694
Greece,GRC,1949,126.1456212
Greece,GRC,1950,141.1572889
Greece,GRC,1951,132.2190489
Greece,GRC,1952,131.3807261
Greece,GRC,1953,188.5610959
Greece,GRC,1954,313.6793062
Greece,GRC,1955,218.9431524
Greece,GRC,1957,230.3544692
Greece,GRC,1959,245.3330414
Greece,GRC,1960,189.1345503
Greece,GRC,1961,162.1805062
Greece,GRC,1962,151.1558689
Greece,GRC,1963,264.2805549
Greece,GRC,1964,155.1038144
Greece,GRC,1965,128.7669147
Greece,GRC,1966,160.3269044
Greece,GRC,1967,142.3746229
Greece,GRC,1968,174.5842612
Greece,GRC,1969,226.8384286
Greece,GRC,1970,230.5293668
Greece,GRC,1971,250.4802381
Greece,GRC,1972,294.8711545
Greece,GRC,1973,224.771046
Greece,GRC,1974,325.8192933
Greece,GRC,1975,288.8396472
Greece,GRC,1976,429.2482211
Greece,GRC,1977,535.103533
Greece,GRC,1978,528.2101439
Greece,GRC,1979,488.4660637
Greece,GRC,1980,419.8079234
Greece,GRC,1985,468.6971097
Greece,GRC,1990,459.1492875
Greece,GRC,1991,396.6488731
Greece,GRC,1995,395.3123264
Greece,GRC,1996,403.1711679
Hungary,HUN,1937,365.4331833
Hungary,HUN,1938,342.096651
Hungary,HUN,1939,335.5370109
Hungary,HUN,1940,313.3412297
Hungary,HUN,1941,1053.296233
Hungary,HUN,1942,1437.100894
Hungary,HUN,1943,1386.570642
Hungary,HUN,1945,149.9335106
Hungary,HUN,1948,633.7628303
Hungary,HUN,1953,320.0625326
Hungary,HUN,1954,283.329899
Hungary,HUN,1955,529.8727735
Hungary,HUN,1957,351.2552089
Hungary,HUN,1958,318.356608
Hungary,HUN,1959,629.1637315
Hungary,HUN,1960,521.3596177
Hungary,HUN,1961,565.5598764
Hungary,HUN,1962,522.3094505
Hungary,HUN,1963,472.6984442
Hungary,HUN,1964,473.0343738
Hungary,HUN,1965,445.6839767
Hungary,HUN,1966,516.3698268
Hungary,HUN,1967,518.515229
Hungary,HUN,1968,490.0842224
Hungary,HUN,1969,468.9010206
Hungary,HUN,1970,506.7232246
Hungary,HUN,1971,624.0310418
Hungary,HUN,1972,701.6486579
Hungary,HUN,1973,727.1256123
Hungary,HUN,1974,768.7700214
Hungary,HUN,1975,816.857865
Hungary,HUN,1976,884.2421031
Hungary,HUN,1977,850.6021009
Hungary,HUN,1978,897.4731339
Hungary,HUN,1979,852.4771472
Hungary,HUN,1980,863.9617773
Hungary,HUN,1981,822.4537914
Hungary,HUN,1982,825.3674384
Hungary,HUN,1983,792.2755334
Hungary,HUN,1984,976.8379453
Hungary,HUN,1985,881.7027936
Hungary,HUN,1986,927.2321701
Hungary,HUN,1987,858.4964863
Hungary,HUN,1988,825.5685899
Hungary,HUN,1989,830.0667468
Hungary,HUN,1990,802.3619252
Hungary,HUN,1991,784.6798235
Hungary,HUN,1992,824.8391776
Hungary,HUN,1993,887.7906231
Hungary,HUN,1994,980.1493574
Hungary,HUN,1995,904.6342253
Hungary,HUN,1996,894.8185693
Iceland,ISL,1940,2851.239669
Iceland,ISL,1950,3931.774616
Iceland,ISL,1951,3585.066344
Iceland,ISL,1952,2838.566659
Iceland,ISL,1953,2549.061151
Iceland,ISL,1954,2542.652511
Iceland,ISL,1955,2277.846676
Iceland,ISL,1957,3312.942887
Iceland,ISL,1958,3673.616913
Iceland,ISL,1959,3859.233724
Iceland,ISL,1960,3053.565336
Iceland,ISL,1961,3409.63081
Iceland,ISL,1962,3180.392523
Iceland,ISL,1963,2765.78194
Iceland,ISL,1965,3432.351473
Iceland,ISL,1966,3256.47973
Iceland,ISL,1967,3176.025287
Iceland,ISL,1968,3413.74941
Iceland,ISL,1969,3365.858466
Iceland,ISL,1970,3302.238075
Iceland,ISL,1971,2950.138773
Iceland,ISL,1972,2948.273802
Iceland,ISL,1973,2509.841593
Iceland,ISL,1974,2828.295963
Iceland,ISL,1975,3646.270484
Iceland,ISL,1976,3316.177038
Iceland,ISL,1977,3610.987138
Iceland,ISL,1987,5031.143226
Iceland,ISL,1988,4978.290013
Iceland,ISL,1989,4945.676687
Iceland,ISL,1990,5947.730637
Iceland,ISL,1991,6136.330895
Iceland,ISL,1992,6366.500394
Iceland,ISL,1993,5079.037012
Iceland,ISL,1994,5370.666166
Iceland,ISL,1995,5689.145395
Iceland,ISL,1996,5676.579926
India,IND,1750,0.1
India,IND,1751,0.1
India,IND,1752,0.1
India,IND,1753,0.1
India,IND,1754,0.1
India,IND,1755,0.1
India,IND,1756,0.1
India,IND,1757,0.1
India,IND,1758,0.1
India,IND,1759,0.1
India,IND,1760,0.1
India,IND,1761,0.1
India,IND,1762,0.1
India,IND,1763,0.1
India,IND,1764,0.1
India,IND,1765,0.1
India,IND,1766,0.1
India,IND,1767,0.1
India,IND,1768,0.1
India,IND,1769,0.1
India,IND,1770,0.1
India,IND,1771,0.1
India,IND,1772,0.1
India,IND,1773,0.1
India,IND,1774,0.1
India,IND,1775,0.1
India,IND,1776,0.1
India,IND,1777,0.1
India,IND,1778,0.1
India,IND,1779,0.1
India,IND,1780,0.1
India,IND,1781,0.1
India,IND,1782,0.1
India,IND,1783,0.1
India,IND,1784,0.1
India,IND,1785,0.1
India,IND,1786,0.1
India,IND,1787,0.1
India,IND,1788,0.1
India,IND,1789,0.1
India,IND,1790,0.1
India,IND,1791,0.1
India,IND,1792,0.1
India,IND,1793,0.1
India,IND,1794,0.1
India,IND,1795,0.1
India,IND,1796,0.1
India,IND,1797,0.1
India,IND,1798,0.1
India,IND,1799,0.1
India,IND,1937,64.70746832
India,IND,1938,63.81281574
India,IND,1939,62.92606188
India,IND,1940,48.44881075
India,IND,1941,47.84273679
India,IND,1942,47.28740853
India,IND,1943,46.74482415
India,IND,1944,46.20315582
India,IND,1950,52.28133705
India,IND,1951,47.6109589
India,IND,1952,45.53494624
India,IND,1953,43.52242744
India,IND,1954,37.64248705
India,IND,1955,47.22391858
India,IND,1958,41.70574163
India,IND,1959,28.11971831
India,IND,1960,24.74884793
India,IND,1961,20.19594595
India,IND,1962,24.4185022
India,IND,1963,39.30172414
India,IND,1964,27.69620253
India,IND,1965,26.99793814
India,IND,1966,24.49090909
India,IND,1967,20.98221344
India,IND,1968,22.03281853
India,IND,1969,25.96030246
India,IND,1970,26.14602588
India,IND,1971,24.57400722
India,IND,1972,26.76366843
India,IND,1973,24.24827586
India,IND,1974,19.64080944
India,IND,1975,20.93574959
India,IND,1976,25.48709677
India,IND,1977,20.32334385
India,IND,1978,19.95679012
India,IND,1979,16.69728916
India,IND,1980,19.36377025
India,IND,1981,16.70809249
India,IND,1982,15.04096045
India,IND,1984,13.46955345
India,IND,1985,15.44370861
India,IND,1986,16.26848249
India,IND,1987,18.99111675
India,IND,1988,17.89813665
India,IND,1989,14.41727494
India,IND,1990,16.61144219
India,IND,1991,16.91178882
India,IND,1992,18.1546215
India,IND,1993,14.42804791
India,IND,1994,12.71671682
India,IND,1995,12.68615735
India,IND,1996,12.73467624
Indonesia,IDN,1750,0.4
Indonesia,IDN,1751,0.4
Indonesia,IDN,1752,0.4
Indonesia,IDN,1753,0.4
Indonesia,IDN,1754,0.4
Indonesia,IDN,1755,0.4
Indonesia,IDN,1756,0.4
Indonesia,IDN,1757,0.4
Indonesia,IDN,1758,0.4
Indonesia,IDN,1759,0.4
Indonesia,IDN,1760,0.4
Indonesia,IDN,1761,0.4
Indonesia,IDN,1762,0.4
Indonesia,IDN,1763,0.4
Indonesia,IDN,1764,0.4
Indonesia,IDN,1765,0.4
Indonesia,IDN,1766,0.4
Indonesia,IDN,1767,0.4
Indonesia,IDN,1768,0.4
Indonesia,IDN,1769,0.4
Indonesia,IDN,1770,0.4
Indonesia,IDN,1771,0.4
Indonesia,IDN,1772,0.4
Indonesia,IDN,1773,0.4
Indonesia,IDN,1774,0.4
Indonesia,IDN,1775,0.4
Indonesia,IDN,1776,0.4
Indonesia,IDN,1777,0.4
Indonesia,IDN,1778,0.4
Indonesia,IDN,1779,0.4
Indonesia,IDN,1780,0.4
Indonesia,IDN,1781,0.4
Indonesia,IDN,1782,0.4
Indonesia,IDN,1783,0.4
Indonesia,IDN,1784,0.4
Indonesia,IDN,1785,0.4
Indonesia,IDN,1786,0.4
Indonesia,IDN,1787,0.4
Indonesia,IDN,1788,0.4
Indonesia,IDN,1789,0.4
Indonesia,IDN,1790,0.4
Indonesia,IDN,1791,0.4
Indonesia,IDN,1792,0.4
Indonesia,IDN,1793,0.4
Indonesia,IDN,1794,0.4
Indonesia,IDN,1795,0.4
Indonesia,IDN,1796,0.4
Indonesia,IDN,1797,0.4
Indonesia,IDN,1798,0.4
Indonesia,IDN,1799,0.4
Indonesia,IDN,1945,10.31660907
Indonesia,IDN,1946,10.24989046
Indonesia,IDN,1947,10.14193581
Indonesia,IDN,1948,10.01800284
Indonesia,IDN,1949,9.861915857
