location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Wind Speed,Wind Direction
unit,°C,mm,km/h,°
level,2 m elevation corrected,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20240618T1900,23.250246,0.0,1.08,360.0
20240618T2000,22.470245,0.0,1.1384199,108.434944
20240618T2100,20.020245,0.0,3.671294,191.30994
20240618T2200,19.910246,0.0,1.835647,78.69006
20240618T2300,19.530245,0.1,1.484318,104.03624
20240619T0000,20.510244,0.2,2.52,89.99999
20240619T0100,20.380245,0.3,2.5959969,56.30993
20240619T0200,19.150246,0.5,3.7585104,343.30075
20240619T0300,17.780245,0.6,5.692099,325.30484
20240619T0400,17.310246,0.6,4.68,360.0
20240619T0500,18.470245,0.7,2.8116899,39.805573
20240619T0600,20.010244,0.8,2.3051248,38.659805
20240619T0700,21.810246,0.4,2.5455842,44.999985
20240619T0800,23.470245,0.1,1.9386592,68.19859
20240619T0900,24.660246,0.0,2.5455842,98.1301
20240619T1000,25.370245,0.0,5.8603754,10.619659
20240619T1100,26.940245,0.0,6.849467,3.0127716
20240619T1200,28.800245,0.0,7.5685663,2.7262878
20240619T1300,28.620245,1.5,7.5942073,354.5597
20240619T1400,28.240246,0.0,6.924738,351.02737
20240619T1500,27.840246,0.0,10.1376915,353.88452
20240619T1600,27.060246,0.0,10.661107,11.689362
20240619T1700,26.250246,0.0,11.726277,17.878693
20240619T1800,24.440245,0.0,11.013882,11.309921
20240619T1900,22.670246,0.0,10.239453,10.124664
20240619T2000,20.960245,0.0,9.6932955,15.068481
20240619T2100,19.780245,0.0,9.793058,17.102722
20240619T2200,19.130245,0.0,10.390226,14.03624
20240619T2300,18.180244,0.0,6.130579,356.63354
20240620T0000,17.770245,0.0,4.896529,342.89728
20240620T0100,17.820246,0.2,6.924738,8.972626
20240620T0200,17.730246,1.1,6.924738,351.02737
20240620T0300,17.580246,0.9,5.04,360.0
20240620T0400,17.500246,0.1,4.1046314,52.125
20240620T0500,17.810246,0.2,6.4096174,51.842773
20240620T0600,18.460245,0.4,4.8433046,41.987198
20240620T0700,19.170246,0.8,2.968636,75.96376
20240620T0800,20.330246,1.0,1.8,126.869896
20240620T0900,21.220245,0.8,1.2979984,146.30994
20240620T1000,21.310246,1.6,6.162207,186.70984
20240620T1100,22.070246,2.6,7.10031,149.53445
20240620T1200,22.790245,1.4,10.195057,132.13759
20240620T1300,24.960245,0.1,7.8954163,133.15239
20240620T1400,25.530245,0.0,8.404285,136.7357
20240620T1500,25.600245,0.0,6.9153743,128.6598
20240620T1600,26.370245,0.0,3.7064266,119.054596
20240620T1700,24.760244,0.0,1.08,89.99999
20240620T1800,23.630245,0.0,2.2768397,288.43497
20240620T1900,22.520245,0.7,5.1544156,257.90524
20240620T2000,22.120245,0.3,3.7064266,60.945396
20240620T2100,19.900246,0.0,6.0347,72.64597
20240620T2200,19.000246,0.0,5.5887027,165.06857
20240620T2300,17.990246,0.0,6.989936,214.50853
20240621T0000,18.230246,0.0,3.096837,305.5377
20240621T0100,17.690245,0.0,0.35999998,180.0
20240621T0200,17.280245,0.0,2.8799999,180.0
20240621T0300,16.610245,0.0,4.510787,208.61046
20240621T0400,17.240246,0.6,4.3498964,204.44395
20240621T0500,18.010244,0.9,8.311245,197.65013
20240621T0600,18.150246,1.4,6.379216,163.61046
20240621T0700,18.220245,0.5,5.1919937,146.30994
20240621T0800,18.530245,0.2,5.1165614,129.2894
20240621T0900,20.130245,0.0,5.904439,142.4314
20240621T1000,22.270245,0.0,6.162207,173.29016
20240621T1100,23.830246,0.2,9.826088,171.57303
20240621T1200,23.370245,3.4,12.24,180.0
20240621T1300,22.130245,1.7,12.387348,215.53769
20240621T1400,21.940245,0.0,10.703569,222.27368
20240621T1500,20.680244,1.6,9.021574,208.61046
20240621T1600,19.520245,0.0,12.413477,209.53879
20240621T1700,18.980246,0.0,11.792404,211.26373
20240621T1800,18.850245,0.0,12.096214,233.47115
20240621T1900,18.330246,0.3,9.19939,239.42078
20240621T2000,17.640245,0.0,7.9036193,239.93141
20240621T2100,17.150246,0.0,6.989936,235.49149
20240621T2200,16.690245,0.0,6.696387,233.74615
20240621T2300,16.140245,0.0,5.8048253,209.74489
20240622T0000,15.400246,0.0,6.193674,215.53769
20240622T0100,14.5602455,0.0,5.6920996,198.43495
20240622T0200,14.370245,0.0,5.4119864,183.81407
20240622T0300,14.450245,0.0,6.489992,176.82018
20240622T0400,14.730246,0.0,5.506941,168.69006
20240622T0500,16.020247,0.0,5.2416787,164.0546
20240622T0600,17.090246,0.0,6.0347,197.35403
20240622T0700,17.640245,0.0,10.495713,247.83365
20240622T0800,17.110245,0.2,9.178235,258.69006
20240622T0900,16.320246,0.2,8.669949,265.23636
20240622T1000,16.020247,0.7,10.594036,260.2176
20240622T1100,16.000246,0.7,10.853866,264.28943
20240622T1200,15.760245,1.1,6.6087217,240.64226
20240622T1300,15.290245,1.8,4.39436,214.99202
20240622T1400,15.440246,1.1,7.386582,226.97495
20240622T1500,16.030245,0.6,7.7043357,217.40535
20240622T1600,16.500246,0.2,6.989936,214.50853
20240622T1700,16.960245,0.0,6.12,208.0725
20240622T1800,17.170246,0.0,4.5536795,161.56505
20240622T1900,15.950245,0.0,3.563818,135.0
20240622T2000,15.170245,0.0,5.6002855,135.0
20240622T2100,15.0602455,0.0,3.7064266,150.94539
20240622T2200,14.700245,0.0,3.319036,102.52881
20240622T2300,13.850245,0.0,3.319036,130.60129
20240623T0000,13.670245,0.0,2.3051248,128.6598
20240623T0100,13.490245,0.0,1.8,180.0
20240623T0200,13.700245,0.0,1.484318,165.96376
20240623T0300,13.5602455,0.0,1.2979984,33.690063
20240623T0400,13.780245,0.0,1.5273507,44.999985
20240623T0500,14.350245,0.0,3.0547013,44.999985
20240623T0600,15.330245,0.0,3.4152596,18.434952
20240623T0700,16.360247,0.0,5.1544156,12.094757
20240623T0800,17.520245,0.0,8.089993,20.854446
20240623T0900,18.390245,0.1,9.028754,23.49855
20240623T1000,18.880245,0.0,9.3876505,355.60132
20240623T1100,19.560246,0.0,11.252519,7.352371
20240623T1200,19.890245,0.2,11.966954,15.708633
20240623T1300,20.260244,0.2,11.91812,25.016876
20240623T1400,20.780245,0.0,12.10157,30.37912
20240623T1500,20.890245,0.0,10.931203,17.241455
20240623T1600,20.770245,0.0,11.841756,19.536652
20240623T1700,20.790245,0.0,9.9571085,12.528793
20240623T1800,20.250246,0.0,8.759178,9.462311
20240623T1900,19.140245,0.0,6.162207,6.7098236
20240623T2000,17.740246,0.0,6.12,360.0
20240623T2100,16.660246,0.0,6.12,360.0
20240623T2200,16.330246,0.0,7.69592,10.7842865
20240623T2300,16.070246,0.0,7.5170207,16.69925
20240624T0000,16.040245,0.0,8.557102,22.249008
20240624T0100,15.410245,0.0,7.8954163,24.227737
20240624T0200,14.960245,0.0,7.628263,19.29004
20240624T0300,14.860246,0.0,7.42159,22.833649
20240624T0400,14.750245,0.0,7.754637,21.801407
20240624T0500,16.540245,0.0,6.379216,16.389526
20240624T0600,18.290245,0.0,6.9899354,11.888657
20240624T0700,20.090246,0.0,8.557102,14.620865
20240624T0800,21.990246,0.0,11.269782,26.565033
20240624T0900,23.590246,0.0,14.264361,42.954575
20240624T1000,24.790245,0.0,12.181625,18.970398
20240624T1100,25.740246,0.0,15.277749,34.43898
20240624T1200,26.550245,0.0,16.199999,36.86989
20240624T1300,26.970245,0.0,16.08761,40.46222
20240624T1400,27.150246,0.0,14.904173,37.146683
20240624T1500,27.410246,0.0,14.512064,29.744873
20240624T1600,27.160246,0.0,13.237039,22.380127
20240624T1700,26.730246,0.0,11.177405,14.931412
20240624T1800,25.440245,0.0,10.661107,11.689362
20240624T1900,23.440245,0.0,9.346143,15.642242
20240624T2000,21.350245,0.0,8.311245,17.650116
20240624T2100,19.970245,0.0,8.654986,16.927505
20240624T2200,18.540245,0.0,9.693296,21.801407
20240624T2300,17.690245,0.0,9.693296,21.801407
20240625T0000,17.030245,0.0,9.339208,27.552795
20240625T0100,16.840246,0.0,7.9036193,30.068573
20240625T0200,16.130245,0.0,7.5942082,31.42955
20240625T0300,16.110247,0.0,7.4128532,29.05458
20240625T0400,15.690246,0.0,6.489992,33.690063
20240625T0500,17.070246,0.0,4.0249224,26.565033
20240625T0600,19.530245,0.0,4.198285,30.963745
20240625T0700,21.580246,0.0,5.154415,24.775131
20240625T0800,23.160246,0.0,6.6087217,29.357742
20240625T0900,24.390245,0.0,7.9036193,30.068573
20240625T1000,25.610245,0.0,7.5685663,2.7262878
20240625T1100,26.810246,0.0,10.464798,3.9451752
20240625T1200,27.760244,0.0,13.1041975,15.945404
20240625T1300,28.310246,0.0,14.003029,17.969131
20240625T1400,28.800245,0.0,13.441071,20.37642
20240625T1500,28.420246,0.0,12.245293,24.304535
20240625T1600,28.320246,0.0,10.805998,29.981628
20240625T1700,27.330246,0.0,8.225035,23.198593
20240625T1800,25.400246,0.0,4.5820518,44.999985
20240625T1900,23.700245,0.2,4.802999,102.99461
20240625T2000,21.930244,0.0,1.1384199,108.434944
20240625T2100,20.810246,0.0,1.5273507,44.999985
20240625T2200,19.790245,0.0,4.6102495,128.6598
20240625T2300,18.570246,0.0,4.3349743,138.36646
20240626T0000,17.360245,0.0,5.6920996,161.56505
20240626T0100,17.020245,0.0,5.771239,176.42366
20240626T0200,16.980246,0.0,4.73506,171.25385
20240626T0300,16.640245,0.3,4.379589,170.53767
20240626T0400,16.770245,0.7,4.0249224,169.69516
20240626T0500,17.490246,0.9,4.5536795,161.56505
20240626T0600,19.390245,0.0,4.3349743,175.23636
20240626T0700,21.100245,0.0,4.379589,189.46233
20240626T0800,22.450245,0.0,4.198285,210.96376
20240626T0900,23.500246,0.0,2.8116899,230.19443
20240626T1000,24.090246,0.1,2.52,180.0
20240626T1100,24.070246,0.1,1.9386592,158.1986
20240626T1200,23.890245,0.1,5.1544156,257.90524
20240626T1300,24.360245,0.1,7.771331,256.6075
20240626T1400,24.180244,0.1,7.2,233.1301
20240626T1500,24.610245,0.1,7.42159,202.83365
20240626T1600,24.890245,0.8,7.729527,207.75854
20240626T1700,24.450245,1.2,6.9899354,191.88866
20240626T1800,23.370245,0.0,4.829907,206.56505
20240626T1900,21.790245,0.0,6.87779,186.009
20240626T2000,20.060246,0.0,6.87779,173.991
20240626T2100,19.480246,0.0,6.151683,159.44395
20240626T2200,18.480246,0.0,6.489992,183.17982
20240626T2300,18.170246,0.0,7.771331,193.3925
20240627T0000,17.900246,0.0,6.12,180.0
20240627T0100,17.500246,0.0,3.319036,167.47119
20240627T0200,17.710245,0.0,5.4477882,172.40535
20240627T0300,18.020245,0.0,8.350138,187.43141
20240627T0400,18.130245,0.0,9.47012,188.74615
20240627T0500,18.820246,0.0,7.208994,177.13759
20240627T0600,21.180244,0.0,5.4477882,172.40535
20240627T0700,23.230246,0.0,6.725354,195.52411
20240627T0800,24.810246,0.0,7.7043357,217.40535
20240627T0900,26.010244,0.0,7.127636,225.0
20240627T1000,27.080246,0.2,6.489992,236.30994
20240627T1100,27.730246,0.2,8.707237,240.25513
20240627T1200,28.310246,0.1,9.826088,241.55707
20240627T1300,28.240246,0.0,9.360001,247.38014
20240627T1400,28.570246,0.0,8.557102,247.75098
20240627T1500,29.350245,0.0,8.427383,250.0169
20240627T1600,29.720245,0.0,9.178235,244.44003
20240627T1700,28.980246,0.0,6.725354,254.47589
20240627T1800,27.650246,0.0,4.3498964,245.55606
20240627T1900,24.690245,0.0,6.1094027,225.0
20240627T2000,23.190245,0.0,6.9247384,207.89728
20240627T2100,22.470245,0.0,7.24486,206.56505
20240627T2200,21.150246,0.1,7.145796,220.91438
20240627T2300,20.530245,0.0,6.0347,197.35403
20240628T0000,19.760244,0.0,4.32,180.0
20240628T0100,19.280245,0.0,3.6179552,174.28941
20240628T0200,19.040245,0.0,4.802999,167.00539
20240628T0300,19.060246,0.0,4.0249224,169.69516
20240628T0400,18.870245,0.0,3.2399998,180.0
20240628T0500,19.690245,0.0,4.802999,192.99461
20240628T0600,21.510244,0.0,5.0911684,188.1301
20240628T0700,23.410246,0.4,5.6920996,198.43495
20240628T0800,25.340246,0.0,6.696387,216.25385
20240628T0900,26.600245,0.0,7.6367526,225.0
20240628T1000,27.930244,0.0,5.692099,214.69516
20240628T1100,29.060246,0.5,6.12,241.92752
20240628T1200,28.500246,1.0,5.506941,258.69006
20240628T1300,28.410246,0.0,4.8433046,228.01279
20240628T1400,28.470245,0.0,2.16,270.0
20240628T1500,28.560246,0.0,3.319036,282.5288
20240628T1600,28.250246,0.0,3.319036,310.60132
20240628T1700,28.580246,0.0,2.5959969,303.69006
20240628T1800,27.120245,0.0,1.0182338,135.0
20240628T1900,24.790245,0.7,2.5455842,44.999985
20240628T2000,23.250246,0.0,5.1919937,56.30993
20240628T2100,22.430244,0.0,6.439876,63.43495
20240628T2200,21.530245,0.0,8.161764,41.42366
20240628T2300,21.000246,0.0,5.8048253,29.744873
20240629T0000,20.450245,0.0,1.9386592,21.801407
20240629T0100,19.710245,0.0,4.3498964,335.55603
20240629T0200,19.260244,0.0,1.4399999,89.99999
20240629T0300,18.860245,0.0,2.2768397,71.56504
20240629T0400,19.050245,0.0,3.8268526,48.81407
20240629T0500,19.700245,0.0,3.671294,78.69006
20240629T0600,21.450245,0.0,3.319036,102.52881
20240629T0700,23.370245,0.2,4.68,89.99999
20240629T0800,25.480246,0.0,5.771239,86.42367
20240629T0900,27.250246,0.0,6.5693827,80.537674
20240629T1000,28.430244,0.0,8.427383,19.983109
20240629T1100,29.530245,0.0,6.12,61.927513
20240629T1200,30.060246,0.0,4.072935,135.0
20240629T1300,29.890245,0.0,2.5455842,81.869896
20240629T1400,28.280245,0.0,6.6087217,29.357742
20240629T1500,28.680244,0.0,9.0,36.86989
20240629T1600,28.190245,0.0,8.161764,48.576324
20240629T1700,26.240246,0.0,5.4833565,23.198593
20240629T1800,25.910246,0.0,5.5887027,14.931412
20240629T1900,24.940245,0.0,4.73506,8.74614
20240629T2000,21.970245,0.0,6.12,360.0
20240629T2100,21.970245,0.0,5.3999996,36.86989
20240629T2200,21.610245,2.2,12.371645,261.63412
20240629T2300,20.170246,8.1,13.441071,277.69604
20240630T0000,19.680244,0.9,2.9024127,299.74487
20240630T0100,19.060246,0.2,4.6102495,141.34018
20240630T0200,19.170246,0.0,6.379216,163.61046
20240630T0300,19.270245,0.0,8.654986,196.92752
20240630T0400,19.080246,0.0,11.966954,223.78113
20240630T0500,19.410246,0.0,12.181624,235.8403
20240630T0600,20.060246,0.0,11.885453,234.86581
20240630T0700,20.900246,0.5,12.738099,227.29062
20240630T0800,21.330246,0.4,13.608762,232.52382
20240630T0900,21.460245,0.3,15.0038395,239.74356
20240630T1000,21.100245,0.2,14.081477,237.52881
20240630T1100,20.380245,0.4,14.84318,247.16635
20240630T1200,19.440245,0.3,16.520823,258.69006
20240630T1300,19.180244,0.3,15.546833,275.31454
20240630T1400,19.210245,0.2,14.587776,285.7512
20240630T1500,18.900246,0.3,11.620809,286.1892
20240630T1600,18.510244,0.4,8.707238,277.125
20240630T1700,17.870245,0.3,7.5599995,270.0
20240630T1800,17.470245,0.1,6.12,270.0
20240630T1900,17.100245,0.0,4.32,270.0
20240630T2000,16.560246,0.0,3.396233,237.99463
20240630T2100,16.270247,0.0,3.8939953,213.69006
20240630T2200,16.110247,0.0,6.5693827,189.46233
20240630T2300,15.750245,0.0,5.3517847,199.65382
20240701T0000,15.530245,0.0,4.379589,189.46233
20240701T0100,15.230246,0.0,3.4152596,198.43495
20240701T0200,15.130245,0.0,2.968636,194.03624
20240701T0300,14.970245,0.0,4.0249224,206.56505
20240701T0400,14.520246,0.0,4.39436,214.99202
20240701T0500,15.400246,0.0,3.7064266,209.05461
20240701T0600,16.900246,0.0,3.7064266,209.05461
20240701T0700,18.240246,0.0,5.00128,210.25644
20240701T0800,19.480246,0.0,6.193674,215.53769
20240701T0900,20.720245,0.0,5.991594,237.26477
20240701T1000,21.500246,0.0,6.489992,236.30994
20240701T1100,22.400246,0.0,7.8954163,223.15239
20240701T1200,22.670246,0.0,8.669949,221.63354
20240701T1300,22.610245,0.0,9.449572,229.63547
20240701T1400,21.840246,0.5,11.885453,268.26428
20240701T1500,20.380245,0.3,14.336861,308.88452
20240701T1600,19.460245,0.2,13.276144,319.3987
20240701T1700,19.740246,0.0,8.891343,328.24054
20240701T1800,19.390245,0.0,7.289445,327.0948
20240701T1900,18.190245,0.0,3.219938,333.43497
20240701T2000,16.660246,0.0,1.8,306.8699
20240701T2100,16.130245,0.0,2.8799999,270.0
20240701T2200,15.700245,0.0,5.6002855,315.0
20240701T2300,15.410245,0.0,5.0528407,274.08563
20240702T0000,15.540245,0.0,5.4833565,246.8014
20240702T0100,15.010245,0.0,6.489992,236.30994
20240702T0200,14.640245,0.0,6.12,241.92752
20240702T0300,14.930245,0.0,6.2145634,259.992
20240702T0400,14.130245,0.0,5.2416787,254.0546
20240702T0500,14.390245,0.0,3.396233,237.99463
20240702T0600,15.610246,0.0,3.4152596,251.56506
20240702T0700,17.200245,0.0,5.0528407,274.08563
20240702T0800,18.180244,0.0,6.489992,289.44003
20240702T0900,18.660246,0.0,7.342588,281.30994
20240702T1000,18.840246,0.0,8.12197,282.80426
20240702T1100,19.160246,0.2,9.826088,278.42697
20240702T1200,19.100245,0.0,9.605998,282.99463
20240702T1300,18.890245,0.0,9.904906,289.0935
20240702T1400,18.110245,0.4,8.350138,277.4314
20240702T1500,16.980246,0.2,5.8048253,262.875
20240702T1600,15.860246,0.3,5.4833565,246.8014
20240702T1700,15.300245,0.5,5.6920996,251.56506
20240702T1800,14.990245,0.8,5.95906,244.98311
20240702T1900,14.690246,0.8,5.6233797,230.19443
20240702T2000,14.360246,0.7,5.00128,210.25644
20240702T2100,14.180245,0.8,4.829907,206.56505
20240702T2200,14.040245,0.8,5.8603754,227.48956
20240702T2300,14.010245,0.3,5.904439,217.5686
20240703T0000,13.980246,0.2,5.8603754,227.48956
20240703T0100,14.070246,0.0,5.3517847,227.72632
20240703T0200,14.110246,0.0,5.1165614,219.28941
20240703T0300,14.070246,0.0,4.8965297,216.02737
20240703T0400,14.020246,0.1,4.39436,214.99202
20240703T0500,14.270246,0.0,4.6938257,212.47119
20240703T0600,14.980246,0.0,4.6102495,218.65982
20240703T0700,15.640245,0.0,5.6002855,225.0
20240703T0800,16.250246,0.0,6.4096174,218.15723
20240703T0900,16.920246,0.0,7.491114,234.78241
20240703T1000,17.520245,0.1,7.491114,234.78241
20240703T1100,17.630245,0.2,9.659814,243.43495
20240703T1200,17.610245,0.3,10.105681,265.91437
20240703T1300,16.320246,1.6,9.47012,278.74615
20240703T1400,16.210245,1.9,8.28,270.0
20240703T1500,16.300245,0.8,7.5685663,267.27368
20240703T1600,16.270247,0.5,9.007196,272.29062
20240703T1700,16.360247,0.3,8.28,270.0
20240703T1800,15.870245,0.1,6.379216,253.61046
20240703T1900,15.420245,0.0,4.6938257,237.52881
20240703T2000,14.780245,0.0,4.510787,208.61046
20240703T2100,14.530245,0.0,5.2416787,195.9454
20240703T2200,14.000245,0.0,5.4119864,176.18593
20240703T2300,13.770246,0.0,5.4477882,172.40535
20240704T0000,13.570246,0.0,5.506941,168.69006
20240704T0100,13.480246,0.0,5.937272,165.96376
20240704T0200,13.300245,0.0,7.072878,165.25644
20240704T0300,13.480246,0.0,8.049845,169.69516
20240704T0400,14.010245,0.0,7.92,180.0
20240704T0500,14.860246,0.0,10.137692,196.50436
20240704T0600,16.090246,0.0,12.10157,210.37914
20240704T0700,17.100245,0.0,14.77755,214.0772
20240704T0800,17.940245,0.0,18.837324,225.0
20240704T0900,18.220245,0.0,21.252197,231.18861
20240704T1000,19.360245,0.0,15.778516,235.22217
20240704T1100,19.740246,0.0,20.65848,247.45694
20240704T1200,20.080246,0.0,19.734436,255.20325
20240704T1300,20.650246,0.3,18.345877,254.0546
20240704T1400,21.230246,0.3,18.0036,258.4654
20240704T1500,21.410246,0.3,15.629971,255.32361
20240704T1600,20.870245,0.3,16.595179,257.4712
20240704T1700,20.480246,0.1,13.039754,263.65982
20240704T1800,19.900246,0.0,10.594036,260.2176
20240704T1900,18.940245,0.0,7.628263,250.70996
20240704T2000,17.640245,0.0,5.4833565,246.8014
20240704T2100,16.420246,0.0,4.8965297,233.97263
20240704T2200,15.250245,0.0,6.3690495,222.7094
20240704T2300,14.850245,0.0,7.42159,219.09386
20240705T0000,14.370245,0.0,6.6087217,209.35776
20240705T0100,13.780245,0.0,5.4833565,203.1986
20240705T0200,13.160245,0.0,4.896529,197.10272
20240705T0300,13.080245,0.0,4.5536795,198.43495
20240705T0400,12.890245,0.0,4.452954,194.03624
20240705T0500,14.380245,0.0,5.506941,191.30994
20240705T0600,16.880245,0.0,5.506941,191.30994
20240705T0700,18.770245,0.0,6.151683,200.55605
20240705T0800,20.300245,0.0,6.12,208.0725
20240705T0900,21.350245,0.0,5.692099,214.69516
20240705T1000,22.340246,0.0,5.0911684,225.0
20240705T1100,23.020245,0.0,5.3999996,216.8699
20240705T1200,23.760244,0.0,4.072935,225.0
20240705T1300,24.410246,0.0,2.7416782,246.8014
20240705T1400,24.640245,0.0,1.8,270.0
20240705T1500,24.840246,0.0,0.71999997,270.0
20240705T1600,24.750246,0.0,1.1384199,108.434944
20240705T1700,24.320246,0.0,2.4149535,116.56505
20240705T1800,23.090246,0.0,2.8799999,89.99999
20240705T1900,20.450245,0.0,5.8048253,97.125015
20240705T2000,18.550245,0.0,6.0347,107.35402
20240705T2100,17.250246,0.0,4.73506,98.74616
20240705T2200,16.360247,0.0,3.5455887,113.96249
20240705T2300,16.000246,0.0,4.6102495,141.34018
20240706T0000,15.430245,0.0,5.3999996,143.1301
20240706T0100,15.050245,0.0,5.1919937,146.30994
20240706T0200,14.860246,0.0,5.495161,148.3925
20240706T0300,14.950245,0.0,5.904439,142.4314
20240706T0400,15.180245,0.0,6.12,151.9275
20240706T0500,16.860245,0.0,7.24486,153.43495
20240706T0600,19.380245,0.0,7.42159,157.16635
20240706T0700,21.880245,0.0,7.9526596,174.80557
20240706T0800,22.680244,0.0,10.990322,211.6075
20240706T0900,22.050245,0.0,10.587918,234.68878
20240706T1000,21.170246,0.0,14.618837,260.07376
20240706T1100,20.360245,0.5,12.24,241.92752
20240706T1200,20.100245,0.9,10.009036,232.30576
20240706T1300,19.720245,1.5,12.181624,235.8403
20240706T1400,19.560246,1.5,10.787993,244.29004
20240706T1500,18.760244,2.5,12.9249525,257.125
20240706T1600,17.680244,2.1,11.841756,250.46335
20240706T1700,17.280245,1.2,10.787993,244.29004
20240706T1800,17.030245,0.2,7.289444,249.77515
20240706T1900,16.470245,1.2,6.6185193,247.61987
20240706T2000,15.920245,0.4,6.792466,237.99463
20240706T2100,15.820246,0.0,6.1305785,229.76364
20240706T2200,15.520246,0.0,5.00128,239.74356
20240706T2300,15.000245,0.0,3.8268526,221.18593
20240707T0000,14.450245,0.0,4.510787,241.38954
20240707T0100,14.230246,0.0,3.671294,258.69006
20240707T0200,13.930245,0.0,4.2136917,250.0169
20240707T0300,13.430245,0.0,2.8116899,219.80557
20240707T0400,13.340245,0.0,2.9024127,209.74489
20240707T0500,13.480246,0.0,3.396233,212.00539
20240707T0600,14.390245,0.0,3.396233,212.00539
20240707T0700,15.480246,0.0,3.0758414,200.55605
20240707T0800,17.030245,0.0,2.16,180.0
20240707T0900,18.210245,0.0,2.0364676,135.0
20240707T1000,18.840246,0.0,1.609969,116.56505
20240707T1100,19.630245,0.0,2.5455842,135.0
20240707T1200,20.100245,0.0,3.6,143.1301
20240707T1300,20.740246,0.0,4.0249224,153.43495
20240707T1400,21.310246,0.0,4.0249224,169.69516
20240707T1500,21.490246,0.0,3.6179552,185.71059
20240707T1600,21.680244,0.0,3.96,180.0
20240707T1700,21.300245,0.0,4.68,180.0
20240707T1800,20.380245,0.0,4.379589,189.46233
20240707T1900,18.300245,0.0,3.8939953,213.69006
20240707T2000,17.160246,0.0,5.0528407,184.08562
20240707T2100,16.040245,0.0,4.6938252,175.60129
20240707T2200,13.630245,0.0,3.219938,206.56505
20240707T2300,12.330245,0.0,3.2599385,186.3402
20240708T0000,11.800245,0.0,3.396233,147.99461
20240708T0100,11.400246,0.0,2.9024127,119.74488
20240708T0200,11.080245,0.0,2.5959969,123.69006
20240708T0300,10.8102455,0.0,1.8,126.869896
20240708T0400,10.740245,0.0,1.8,126.869896
20240708T0500,12.650246,0.0,3.563818,135.0
20240708T0600,15.350245,0.0,2.0991426,120.96376
20240708T0700,18.210245,0.0,2.1897945,80.537674
20240708T0800,20.390245,0.0,3.0758414,69.443954
20240708T0900,22.050245,0.0,4.1046314,74.74488
20240708T1000,23.330246,0.0,5.00128,59.74356
20240708T1100,24.380245,0.0,4.68,89.99999
20240708T1200,25.440245,0.0,3.6179552,95.71059
20240708T1300,26.310246,0.0,3.319036,102.52881
20240708T1400,27.050245,0.0,3.319036,102.52881
20240708T1500,27.380245,0.0,3.4152596,108.434944
20240708T1600,27.410246,0.0,3.671294,101.30993
20240708T1700,27.130245,0.0,4.1046314,74.74488
20240708T1800,25.510244,0.0,3.8268526,41.18593
20240708T1900,22.330246,0.0,6.618519,44.999985
20240708T2000,19.870245,0.0,7.24486,63.43495
20240708T2100,18.110245,0.0,5.2416787,74.054596
20240708T2200,16.980246,0.0,5.1544156,77.905235
20240708T2300,16.370245,0.0,3.96,89.99999
20240709T0000,16.100246,0.0,3.7064266,119.054596
20240709T0100,15.840245,0.0,4.1046314,127.874985
20240709T0200,15.580245,0.0,4.1046314,127.874985
20240709T0300,15.3102455,0.0,4.3349743,131.63353
20240709T0400,15.260245,0.0,5.1165614,129.2894
20240709T0500,16.790245,0.0,5.6233797,129.80557
20240709T0600,19.690245,0.0,4.3349743,131.63353
20240709T0700,22.320246,0.0,4.1046314,127.874985
20240709T0800,24.700245,0.0,5.1165614,129.2894
20240709T0900,26.730246,0.0,6.638072,130.60129
20240709T1000,28.530245,0.0,5.0142193,111.03751
20240709T1100,29.760244,0.0,6.379216,106.38954
20240709T1200,30.880245,0.0,8.534353,117.64597
20240709T1300,31.650246,0.0,9.726664,128.991
20240709T1400,32.240246,0.0,10.464797,139.1849
20240709T1500,32.520245,0.0,10.182337,135.0
20240709T1600,32.380245,0.0,9.220499,128.6598
20240709T1700,31.690245,0.0,7.145796,130.91438
20240709T1800,29.440245,0.0,5.692099,145.30484
20240709T1900,26.120245,0.0,5.5887027,165.06857
20240709T2000,24.030245,0.0,5.0142193,158.9625
20240709T2100,23.460245,0.0,4.379589,170.53767
20240709T2200,23.040245,0.0,4.68,180.0
20240709T2300,22.740246,0.0,5.0528407,175.91438
20240710T0000,22.110245,0.0,5.8603754,190.61966
20240710T0100,21.710245,0.0,7.42159,219.09386
20240710T0200,21.490246,0.0,6.3690495,227.29062
20240710T0300,20.840246,0.0,4.2136917,199.98311
20240710T0400,20.300245,0.1,3.5455887,203.9625
20240710T0500,20.510244,0.1,3.319036,220.6013
20240710T0600,21.360245,0.3,2.16,180.0
20240710T0700,21.430244,0.3,2.7416782,203.1986
20240710T0800,20.900246,0.4,4.6102495,231.3402
20240710T0900,21.090246,0.8,6.9527545,248.7495
20240710T1000,22.420246,1.2,3.7585104,196.69925
20240710T1100,23.720245,0.6,2.8116899,219.80557
20240710T1200,25.320246,0.0,4.6938252,184.39871
20240710T1300,26.250246,0.0,5.506941,191.30994
20240710T1400,26.750246,0.0,4.0249224,206.56505
