datum;Hotelkategorie;Anzahl Logiernächte;Anzahl verfügbare Zimmer;Anzahl belegte Zimmer;Jahr;Monat;Tag
2021-11-27;3-Stern;1814;1698;1062;2021;11;27
2021-11-25;4- und 5-Stern;1353;1807;1029;2021;11;25
2021-11-25;1- und 2-Stern;313;732;238;2021;11;25
2021-11-24;3-Stern;890;1698;737;2021;11;24
2021-11-23;3-Stern;815;1698;667;2021;11;23
2021-11-22;3-Stern;749;1698;611;2021;11;22
2021-11-22;1- und 2-Stern;216;732;185;2021;11;22
2021-11-21;4- und 5-Stern;523;1807;400;2021;11;21
2021-11-20;3-Stern;1127;1698;746;2021;11;20
2021-11-19;3-Stern;936;1698;654;2021;11;19
2021-11-18;3-Stern;828;1698;670;2021;11;18
2021-11-17;1- und 2-Stern;242;732;218;2021;11;17
2021-11-17;Übrige;205;410;145;2021;11;17
2021-11-15;4- und 5-Stern;878;1807;772;2021;11;15
2021-11-14;3-Stern;557;1698;452;2021;11;14
2021-11-13;1- und 2-Stern;463;732;271;2021;11;13
2021-11-13;Übrige;427;410;196;2021;11;13
2021-11-12;3-Stern;1385;1698;973;2021;11;12
2021-11-11;4- und 5-Stern;992;1807;779;2021;11;11
2021-11-11;3-Stern;1048;1698;821;2021;11;11
2021-11-10;4- und 5-Stern;1107;1807;938;2021;11;10
2021-11-09;3-Stern;1096;1698;959;2021;11;9
2021-11-08;4- und 5-Stern;1070;1807;925;2021;11;8
2021-11-07;Übrige;122;413;83;2021;11;7
2021-11-05;3-Stern;1379;1698;917;2021;11;5
2021-11-04;1- und 2-Stern;293;732;232;2021;11;4
2021-11-04;Übrige;266;413;148;2021;11;4
2021-11-02;3-Stern;1200;1698;920;2021;11;2
2021-11-02;Übrige;245;413;164;2021;11;2
2021-11-01;Übrige;208;413;143;2021;11;1
2021-10-31;4- und 5-Stern;1401;1791;817;2021;10;31
2021-10-31;Übrige;312;413;162;2021;10;31
2021-10-30;3-Stern;1977;1712;1190;2021;10;30
2021-10-28;4- und 5-Stern;1587;1791;1045;2021;10;28
2021-10-26;4- und 5-Stern;1304;1791;990;2021;10;26
2021-10-26;3-Stern;1178;1712;850;2021;10;26
2021-10-25;3-Stern;1046;1712;779;2021;10;25
2021-10-25;1- und 2-Stern;264;669;199;2021;10;25
2021-10-24;3-Stern;853;1712;601;2021;10;24
2021-10-24;1- und 2-Stern;224;669;161;2021;10;24
2021-10-23;3-Stern;1513;1712;936;2021;10;23
2021-10-22;3-Stern;1215;1712;795;2021;10;22
2021-10-21;3-Stern;1594;1712;1080;2021;10;21
2021-10-21;Übrige;393;413;218;2021;10;21
2021-10-19;3-Stern;1589;1712;1306;2021;10;19
2021-10-19;1- und 2-Stern;389;669;309;2021;10;19
2021-10-18;1- und 2-Stern;353;669;275;2021;10;18
2021-10-17;4- und 5-Stern;896;1791;602;2021;10;17
2021-10-17;3-Stern;748;1712;544;2021;10;17
2021-10-17;1- und 2-Stern;215;669;174;2021;10;17
2021-10-17;Übrige;160;410;84;2021;10;17
2021-10-15;1- und 2-Stern;348;669;252;2021;10;15
2021-10-14;1- und 2-Stern;229;669;182;2021;10;14
2021-10-13;3-Stern;1011;1712;747;2021;10;13
2021-10-12;4- und 5-Stern;945;1791;709;2021;10;12
2021-10-12;Übrige;351;410;178;2021;10;12
2021-10-11;Übrige;281;410;152;2021;10;11
2021-10-10;1- und 2-Stern;248;669;158;2021;10;10
2021-10-08;1- und 2-Stern;491;669;303;2021;10;8
2021-10-08;Übrige;416;410;197;2021;10;8
2021-10-07;Übrige;362;410;175;2021;10;7
2021-10-06;4- und 5-Stern;949;1791;743;2021;10;6
2021-10-05;4- und 5-Stern;853;1791;678;2021;10;5
2021-10-05;Übrige;318;410;167;2021;10;5
2021-10-03;4- und 5-Stern;619;1791;419;2021;10;3
2021-10-03;3-Stern;798;1712;571;2021;10;3
2021-10-02;Übrige;450;410;216;2021;10;2
2021-10-01;4- und 5-Stern;1202;1791;770;2021;10;1
2021-09-30;4- und 5-Stern;1197;1853;851;2021;9;30
2021-09-29;Übrige;336;413;168;2021;9;29
2021-09-28;3-Stern;1069;1725;853;2021;9;28
2021-09-28;1- und 2-Stern;329;673;254;2021;9;28
2021-09-27;3-Stern;1099;1725;866;2021;9;27
2021-09-26;4- und 5-Stern;989;1853;713;2021;9;26
2021-09-26;3-Stern;1135;1725;911;2021;9;26
2021-09-26;Übrige;280;413;183;2021;9;26
2021-09-25;1- und 2-Stern;496;673;319;2021;9;25
2021-09-24;4- und 5-Stern;1927;1853;1259;2021;9;24
2021-09-23;4- und 5-Stern;1854;1853;1311;2021;9;23
2021-09-22;4- und 5-Stern;2156;1853;1488;2021;9;22
2021-09-22;1- und 2-Stern;590;673;461;2021;9;22
2021-09-22;Übrige;641;413;376;2021;9;22
2021-09-21;3-Stern;1997;1725;1599;2021;9;21
2021-09-21;1- und 2-Stern;600;673;474;2021;9;21
2021-09-20;4- und 5-Stern;2152;1853;1520;2021;9;20
2021-09-20;3-Stern;1858;1725;1496;2021;9;20
2021-09-20;1- und 2-Stern;554;673;430;2021;9;20
2021-09-20;Übrige;620;413;386;2021;9;20
2021-09-19;Übrige;441;413;309;2021;9;19
2021-09-18;1- und 2-Stern;718;673;427;2021;9;18
2021-09-18;Übrige;638;413;354;2021;9;18
2021-09-16;4- und 5-Stern;1286;1853;975;2021;9;16
2021-09-16;3-Stern;1340;1725;1023;2021;9;16
2021-09-15;3-Stern;1161;1716;942;2021;9;15
2021-09-14;4- und 5-Stern;1051;1807;819;2021;9;14
2021-09-13;4- und 5-Stern;874;1807;656;2021;9;13
2021-09-13;3-Stern;1110;1716;868;2021;9;13
2021-09-13;1- und 2-Stern;278;673;223;2021;9;13
2021-09-13;Übrige;261;413;191;2021;9;13
2021-09-11;3-Stern;1589;1716;980;2021;9;11
2021-09-11;Übrige;468;410;236;2021;9;11
2021-09-08;3-Stern;1092;1716;799;2021;9;8
2021-09-07;4- und 5-Stern;1140;1807;852;2021;9;7
2021-09-07;3-Stern;1017;1716;811;2021;9;7
2021-09-07;Übrige;284;410;162;2021;9;7
2021-09-06;1- und 2-Stern;299;673;212;2021;9;6
2021-09-04;3-Stern;1700;1716;1099;2021;9;4
2021-09-04;Übrige;420;410;197;2021;9;4
2021-09-03;1- und 2-Stern;470;673;331;2021;9;3
2021-09-03;Übrige;310;413;157;2021;9;3
2021-09-02;Übrige;324;413;152;2021;9;2
2021-09-01;Übrige;234;413;124;2021;9;1
2021-08-31;1- und 2-Stern;331;683;242;2021;8;31
2021-08-30;4- und 5-Stern;872;1597;632;2021;8;30
2021-08-30;1- und 2-Stern;323;683;236;2021;8;30
2021-08-29;4- und 5-Stern;760;1597;489;2021;8;29
2021-08-29;Übrige;132;409;88;2021;8;29
2021-08-28;4- und 5-Stern;1847;1597;975;2021;8;28
2021-08-28;3-Stern;1419;1716;838;2021;8;28
2021-08-27;4- und 5-Stern;1352;1597;734;2021;8;27
2021-08-27;1- und 2-Stern;377;683;293;2021;8;27
2021-08-27;Übrige;319;409;167;2021;8;27
2021-08-26;1- und 2-Stern;376;683;269;2021;8;26
2021-08-25;4- und 5-Stern;1092;1597;718;2021;8;25
2021-08-24;Übrige;206;409;135;2021;8;24
2021-08-23;4- und 5-Stern;996;1597;630;2021;8;23
2021-08-22;4- und 5-Stern;1009;1597;504;2021;8;22
2021-08-21;4- und 5-Stern;1794;1597;931;2021;8;21
2021-08-21;Übrige;385;409;192;2021;8;21
2021-08-20;3-Stern;1556;1716;919;2021;8;20
2021-08-20;1- und 2-Stern;475;683;308;2021;8;20
2021-08-20;Übrige;332;409;172;2021;8;20
2021-08-19;3-Stern;1222;1716;797;2021;8;19
2021-08-19;Übrige;257;409;146;2021;8;19
2021-08-18;4- und 5-Stern;1640;1597;1057;2021;8;18
2021-08-18;1- und 2-Stern;430;683;345;2021;8;18
2021-08-17;Übrige;294;409;184;2021;8;17
2021-08-16;4- und 5-Stern;1580;1597;1004;2021;8;16
2021-08-16;3-Stern;1379;1628;945;2021;8;16
2021-08-13;Übrige;435;409;198;2021;8;13
2021-08-12;Übrige;374;409;169;2021;8;12
2021-08-11;3-Stern;1273;1628;813;2021;8;11
2021-08-10;4- und 5-Stern;1593;1597;923;2021;8;10
2021-08-09;4- und 5-Stern;1351;1597;731;2021;8;9
2021-08-09;1- und 2-Stern;534;683;280;2021;8;9
2021-08-08;3-Stern;1108;1628;640;2021;8;8
2021-08-08;Übrige;227;409;107;2021;8;8
2021-08-07;4- und 5-Stern;1909;1597;923;2021;8;7
2021-08-07;1- und 2-Stern;559;683;308;2021;8;7
2021-08-05;4- und 5-Stern;1403;1597;701;2021;8;5
2021-08-05;1- und 2-Stern;421;683;249;2021;8;5
2021-08-04;4- und 5-Stern;1435;1597;737;2021;8;4
2021-08-04;Übrige;333;409;156;2021;8;4
2021-08-03;Übrige;332;409;154;2021;8;3
2021-08-02;3-Stern;1325;1628;771;2021;8;2
2021-08-02;1- und 2-Stern;467;683;283;2021;8;2
2021-08-01;1- und 2-Stern;397;683;232;2021;8;1
2021-07-31;Übrige;347;411;158;2021;7;31
2021-07-30;3-Stern;1401;1576;791;2021;7;30
2021-07-30;Übrige;300;411;146;2021;7;30
2021-07-29;3-Stern;1102;1576;636;2021;7;29
2021-07-29;1- und 2-Stern;443;683;272;2021;7;29
2021-07-28;Übrige;298;411;141;2021;7;28
2021-07-27;4- und 5-Stern;1018;1529;680;2021;7;27
2021-07-27;3-Stern;1079;1576;673;2021;7;27
2021-07-27;1- und 2-Stern;434;683;277;2021;7;27
2021-07-26;Übrige;261;411;115;2021;7;26
2021-07-25;1- und 2-Stern;329;683;208;2021;7;25
2021-07-24;Übrige;413;411;178;2021;7;24
2021-07-23;1- und 2-Stern;521;683;280;2021;7;23
2021-07-21;1- und 2-Stern;357;683;240;2021;7;21
2021-07-20;3-Stern;1040;1629;688;2021;7;20
2021-07-18;3-Stern;934;1629;562;2021;7;18
2021-07-18;1- und 2-Stern;287;683;178;2021;7;18
2021-07-18;Übrige;186;411;89;2021;7;18
2021-07-17;3-Stern;1534;1629;862;2021;7;17
2021-07-16;4- und 5-Stern;1062;1529;667;2021;7;16
2021-07-15;3-Stern;939;1629;640;2021;7;15
2021-07-13;4- und 5-Stern;671;1529;464;2021;7;13
2021-07-13;1- und 2-Stern;309;683;221;2021;7;13
2021-07-13;Übrige;195;411;106;2021;7;13
2021-07-10;4- und 5-Stern;1114;1529;647;2021;7;10
2021-07-09;4- und 5-Stern;885;1529;550;2021;7;9
2021-07-09;3-Stern;1113;1629;714;2021;7;9
2021-07-09;Übrige;240;411;126;2021;7;9
2021-07-08;4- und 5-Stern;611;1529;434;2021;7;8
2021-07-08;3-Stern;920;1629;684;2021;7;8
2021-07-08;1- und 2-Stern;296;683;198;2021;7;8
2021-07-07;3-Stern;848;1629;651;2021;7;7
2021-07-07;Übrige;182;411;109;2021;7;7
2021-07-06;4- und 5-Stern;634;1529;459;2021;7;6
2021-07-05;4- und 5-Stern;505;1529;366;2021;7;5
2021-07-04;4- und 5-Stern;471;1529;323;2021;7;4
2021-07-03;3-Stern;1443;1629;838;2021;7;3
2021-07-02;4- und 5-Stern;936;1529;583;2021;7;2
2021-07-02;Übrige;257;411;137;2021;7;2
2021-07-01;Übrige;221;411;132;2021;7;1
2021-06-30;4- und 5-Stern;601;1575;458;2021;6;30
2021-06-30;3-Stern;876;1565;650;2021;6;30
2021-06-30;1- und 2-Stern;387;683;262;2021;6;30
2021-06-30;Übrige;241;414;125;2021;6;30
2021-06-29;3-Stern;660;1565;510;2021;6;29
2021-06-29;Übrige;266;414;134;2021;6;29
2021-06-28;Übrige;245;414;131;2021;6;28
2021-06-27;4- und 5-Stern;528;1575;359;2021;6;27
2021-06-26;Übrige;342;414;164;2021;6;26
2021-06-25;Übrige;229;414;127;2021;6;25
2021-06-24;1- und 2-Stern;256;683;174;2021;6;24
2021-06-23;4- und 5-Stern;725;1575;565;2021;6;23
2021-06-23;3-Stern;835;1621;609;2021;6;23
2021-06-22;1- und 2-Stern;260;683;184;2021;6;22
2021-06-22;Übrige;198;414;92;2021;6;22
2021-06-21;4- und 5-Stern;529;1575;433;2021;6;21
2021-06-21;3-Stern;658;1621;465;2021;6;21
2021-06-20;3-Stern;530;1621;391;2021;6;20
2021-06-20;1- und 2-Stern;171;683;120;2021;6;20
2021-06-19;1- und 2-Stern;372;683;235;2021;6;19
2021-06-17;4- und 5-Stern;507;1575;387;2021;6;17
2021-06-17;3-Stern;753;1621;566;2021;6;17
2021-06-16;3-Stern;705;1621;546;2021;6;16
2021-06-15;3-Stern;691;1621;569;2021;6;15
2021-06-15;1- und 2-Stern;211;683;165;2021;6;15
2021-06-15;Übrige;102;414;67;2021;6;15
2021-06-14;4- und 5-Stern;455;1575;376;2021;6;14
2021-06-14;3-Stern;614;1621;490;2021;6;14
2021-06-14;1- und 2-Stern;169;683;136;2021;6;14
2021-06-14;Übrige;100;414;64;2021;6;14
2021-06-11;3-Stern;843;1621;555;2021;6;11
2021-06-11;Übrige;159;414;95;2021;6;11
2021-06-10;4- und 5-Stern;484;1575;375;2021;6;10
2021-06-10;3-Stern;679;1621;527;2021;6;10
2021-06-09;Übrige;90;411;59;2021;6;9
2021-06-07;4- und 5-Stern;364;1575;301;2021;6;7
2021-06-07;3-Stern;615;1621;485;2021;6;7
2021-06-07;1- und 2-Stern;183;674;139;2021;6;7
2021-06-07;Übrige;107;411;83;2021;6;7
2021-06-06;1- und 2-Stern;126;674;100;2021;6;6
2021-06-05;4- und 5-Stern;1162;1575;631;2021;6;5
2021-06-04;4- und 5-Stern;969;1575;552;2021;6;4
2021-06-04;3-Stern;956;1621;601;2021;6;4
2021-06-03;1- und 2-Stern;238;674;168;2021;6;3
2021-06-02;4- und 5-Stern;518;1575;388;2021;6;2
2021-06-02;Übrige;99;411;61;2021;6;2
2021-06-01;4- und 5-Stern;445;1575;349;2021;6;1
2021-05-31;4- und 5-Stern;478;1575;339;2021;5;31
2020-05-20;4- und 5-Stern;133;1316;88;2020;5;20
2020-05-20;1- und 2-Stern;66;514;59;2020;5;20
2020-05-20;Übrige;54;343;31;2020;5;20
2020-05-19;4- und 5-Stern;127;1316;102;2020;5;19
2020-05-18;4- und 5-Stern;140;1316;122;2020;5;18
2020-05-17;4- und 5-Stern;68;1270;52;2020;5;17
2020-05-17;3-Stern;190;915;174;2020;5;17
2020-05-16;4- und 5-Stern;135;1270;81;2020;5;16
2020-05-16;1- und 2-Stern;53;514;51;2020;5;16
2020-05-13;3-Stern;247;915;233;2020;5;13
2020-05-12;3-Stern;272;915;256;2020;5;12
2020-05-11;4- und 5-Stern;133;1238;115;2020;5;11
2020-05-11;1- und 2-Stern;88;514;72;2020;5;11
2020-05-11;Übrige;45;343;37;2020;5;11
2020-05-09;4- und 5-Stern;75;1165;49;2020;5;9
2020-05-09;3-Stern;186;915;174;2020;5;9
2020-05-06;3-Stern;258;915;248;2020;5;6
2020-05-06;Übrige;28;343;23;2020;5;6
2020-05-05;1- und 2-Stern;76;505;75;2020;5;5
2020-05-04;4- und 5-Stern;85;1165;77;2020;5;4
2020-05-03;4- und 5-Stern;76;941;62;2020;5;3
2020-05-03;3-Stern;169;862;155;2020;5;3
2020-05-03;Übrige;18;343;15;2020;5;3
2020-05-02;4- und 5-Stern;92;941;66;2020;5;2
2020-05-02;Übrige;22;343;17;2020;5;2
2020-05-01;4- und 5-Stern;84;941;68;2020;5;1
2020-05-01;3-Stern;187;862;170;2020;5;1
2020-05-01;1- und 2-Stern;37;505;34;2020;5;1
2020-04-30;3-Stern;197;840;183;2020;4;30
2020-04-30;1- und 2-Stern;56;505;55;2020;4;30
2020-04-30;Übrige;48;363;41;2020;4;30
2020-04-29;4- und 5-Stern;110;941;94;2020;4;29
2020-04-29;3-Stern;245;840;233;2020;4;29
2020-04-29;1- und 2-Stern;57;505;55;2020;4;29
2020-04-28;1- und 2-Stern;65;505;63;2020;4;28
2020-04-25;4- und 5-Stern;70;855;57;2020;4;25
2020-04-25;1- und 2-Stern;25;505;23;2020;4;25
2020-04-25;Übrige;71;363;58;2020;4;25
2020-04-24;3-Stern;165;840;153;2020;4;24
2020-04-23;3-Stern;231;840;220;2020;4;23
2020-04-21;3-Stern;260;840;249;2020;4;21
2020-04-20;4- und 5-Stern;101;920;93;2020;4;20
2020-04-20;1- und 2-Stern;75;505;68;2020;4;20
2020-04-20;Übrige;74;363;68;2020;4;20
2020-04-18;1- und 2-Stern;42;505;28;2020;4;18
2020-04-15;4- und 5-Stern;125;920;109;2020;4;15
2020-04-14;4- und 5-Stern;106;920;100;2020;4;14
2020-04-14;1- und 2-Stern;92;505;84;2020;4;14
2020-04-13;4- und 5-Stern;90;920;84;2020;4;13
2020-04-13;1- und 2-Stern;32;505;27;2020;4;13
2020-04-12;4- und 5-Stern;77;920;67;2020;4;12
2020-04-11;4- und 5-Stern;90;920;78;2020;4;11
2020-04-11;3-Stern;169;820;158;2020;4;11
2020-04-10;4- und 5-Stern;84;920;77;2020;4;10
2020-04-10;3-Stern;184;820;172;2020;4;10
2020-04-09;3-Stern;192;820;183;2020;4;9
2020-04-08;3-Stern;174;820;164;2020;4;8
2020-04-08;Übrige;86;363;76;2020;4;8
2020-04-07;3-Stern;192;850;180;2020;4;7
2020-04-07;1- und 2-Stern;78;505;75;2020;4;7
2020-04-06;4- und 5-Stern;120;920;113;2020;4;6
2020-04-06;Übrige;90;363;80;2020;4;6
2020-04-05;3-Stern;138;850;129;2020;4;5
2020-04-05;1- und 2-Stern;56;505;44;2020;4;5
2020-04-05;Übrige;80;363;62;2020;4;5
2020-04-04;4- und 5-Stern;77;920;66;2020;4;4
2020-04-04;Übrige;81;363;65;2020;4;4
2020-04-03;3-Stern;138;850;125;2020;4;3
2020-04-03;Übrige;89;363;71;2020;4;3
2020-04-02;1- und 2-Stern;86;505;76;2020;4;2
2020-03-31;3-Stern;238;1287;213;2020;3;31
2020-03-31;Übrige;90;368;67;2020;3;31
2020-03-30;4- und 5-Stern;151;1210;140;2020;3;30
2020-03-30;3-Stern;237;1287;215;2020;3;30
2020-03-30;1- und 2-Stern;88;505;72;2020;3;30
2020-03-29;3-Stern;151;1257;131;2020;3;29
2020-03-27;3-Stern;170;1257;143;2020;3;27
2020-03-26;4- und 5-Stern;191;1217;170;2020;3;26
2020-03-26;3-Stern;238;1257;212;2020;3;26
2020-03-26;Übrige;90;368;53;2020;3;26
2020-03-25;Übrige;58;368;45;2020;3;25
2020-03-24;1- und 2-Stern;107;505;90;2020;3;24
2020-03-23;Übrige;55;368;42;2020;3;23
2020-03-22;4- und 5-Stern;145;1369;132;2020;3;22
2020-03-22;3-Stern;206;1331;175;2020;3;22
2020-03-22;Übrige;99;368;39;2020;3;22
2020-03-21;4- und 5-Stern;104;1425;89;2020;3;21
2020-03-21;1- und 2-Stern;84;699;68;2020;3;21
2020-03-20;4- und 5-Stern;133;1524;112;2020;3;20
2020-03-19;3-Stern;303;1514;263;2020;3;19
2020-03-19;Übrige;90;368;50;2020;3;19
2020-03-18;4- und 5-Stern;228;1717;202;2020;3;18
2020-03-18;1- und 2-Stern;166;699;137;2020;3;18
2020-03-17;3-Stern;366;1622;325;2020;3;17
2020-03-17;1- und 2-Stern;201;699;165;2020;3;17
2020-03-16;4- und 5-Stern;258;1717;230;2020;3;16
2020-03-16;1- und 2-Stern;194;708;155;2020;3;16
2020-03-16;Übrige;184;368;54;2020;3;16
2020-03-14;Übrige;260;368;78;2020;3;14
2020-03-13;3-Stern;416;1646;310;2020;3;13
2020-03-13;Übrige;183;368;86;2020;3;13
2020-03-11;3-Stern;607;1646;537;2020;3;11
2020-03-11;Übrige;197;368;141;2020;3;11
2020-03-08;3-Stern;573;1646;425;2020;3;8
2020-03-08;Übrige;194;368;73;2020;3;8
2020-03-07;3-Stern;819;1646;492;2020;3;7
2020-03-07;1- und 2-Stern;386;708;209;2020;3;7
2020-03-06;4- und 5-Stern;699;1780;456;2020;3;6
2020-03-06;1- und 2-Stern;307;708;184;2020;3;6
2020-03-06;Übrige;164;368;102;2020;3;6
2020-03-05;Übrige;118;368;82;2020;3;5
2020-03-03;Übrige;240;368;155;2020;3;3
2020-03-02;4- und 5-Stern;857;1780;632;2020;3;2
2020-02-29;4- und 5-Stern;932;1780;539;2020;2;29
2020-02-29;3-Stern;875;1655;555;2020;2;29
2020-02-29;1- und 2-Stern;473;708;266;2020;2;29
2020-02-29;Übrige;186;368;121;2020;2;29
2020-02-26;3-Stern;1490;1655;1216;2020;2;26
2020-02-26;1- und 2-Stern;555;708;383;2020;2;26
2020-02-25;4- und 5-Stern;1603;1780;1473;2020;2;25
2020-02-25;1- und 2-Stern;447;708;344;2020;2;25
2020-02-24;3-Stern;1120;1655;908;2020;2;24
2020-02-23;4- und 5-Stern;894;1780;687;2020;2;23
2020-02-22;Übrige;343;368;174;2020;2;22
2020-02-21;3-Stern;1003;1655;603;2020;2;21
2020-02-21;1- und 2-Stern;436;708;261;2020;2;21
2020-02-20;Übrige;212;368;171;2020;2;20
2020-02-19;4- und 5-Stern;1415;1780;1304;2020;2;19
2020-02-18;4- und 5-Stern;1508;1780;1378;2020;2;18
2020-02-18;Übrige;267;368;216;2020;2;18
2020-02-17;3-Stern;1184;1655;1055;2020;2;17
2020-02-17;Übrige;282;368;203;2020;2;17
2020-02-16;Übrige;264;368;110;2020;2;16
2020-02-15;4- und 5-Stern;1385;1780;824;2020;2;15
2020-02-15;3-Stern;1154;1655;694;2020;2;15
2020-02-13;1- und 2-Stern;533;708;390;2020;2;13
2020-02-12;Übrige;324;368;240;2020;2;12
2020-02-11;Übrige;313;368;231;2020;2;11
2020-02-10;4- und 5-Stern;1366;1780;1276;2020;2;10
2020-02-08;4- und 5-Stern;1167;1780;701;2020;2;8
2020-02-07;3-Stern;843;1655;638;2020;2;7
2020-02-06;1- und 2-Stern;382;708;299;2020;2;6
2020-02-04;4- und 5-Stern;1631;1780;1539;2020;2;4
2020-02-03;3-Stern;1075;1655;1015;2020;2;3
2020-02-03;1- und 2-Stern;374;708;307;2020;2;3
2020-02-01;1- und 2-Stern;387;708;245;2020;2;1
2020-01-31;Übrige;203;368;140;2020;1;31
2020-01-30;3-Stern;895;1655;775;2020;1;30
2020-01-30;1- und 2-Stern;382;708;309;2020;1;30
2020-01-30;Übrige;198;368;167;2020;1;30
2020-01-29;1- und 2-Stern;438;708;371;2020;1;29
2020-01-28;1- und 2-Stern;424;708;354;2020;1;28
2020-01-28;Übrige;240;368;215;2020;1;28
2020-01-27;4- und 5-Stern;1505;1780;1286;2020;1;27
2020-01-27;Übrige;232;368;197;2020;1;27
2020-01-26;4- und 5-Stern;789;1780;606;2020;1;26
2020-01-26;3-Stern;666;1655;523;2020;1;26
2020-01-26;Übrige;137;368;109;2020;1;26
2020-01-25;3-Stern;877;1655;594;2020;1;25
2020-01-25;1- und 2-Stern;454;708;269;2020;1;25
2020-01-25;Übrige;271;368;168;2020;1;25
2020-01-23;3-Stern;1212;1655;1108;2020;1;23
2020-01-23;1- und 2-Stern;452;708;335;2020;1;23
2020-01-22;4- und 5-Stern;1652;1780;1461;2020;1;22
2020-01-21;1- und 2-Stern;624;708;496;2020;1;21
2020-01-20;3-Stern;1360;1655;1234;2020;1;20
2020-01-20;1- und 2-Stern;677;708;486;2020;1;20
2020-01-20;Übrige;244;368;205;2020;1;20
2020-01-19;4- und 5-Stern;871;1780;699;2020;1;19
2020-01-19;3-Stern;805;1655;665;2020;1;19
2020-01-19;1- und 2-Stern;422;708;268;2020;1;19
2020-01-19;Übrige;188;368;121;2020;1;19
2020-01-18;4- und 5-Stern;995;1780;649;2020;1;18
2020-01-18;1- und 2-Stern;470;708;261;2020;1;18
2020-01-17;Übrige;426;368;240;2020;1;17
2020-01-16;1- und 2-Stern;519;708;423;2020;1;16
2020-01-15;4- und 5-Stern;1844;1780;1608;2020;1;15
2020-01-15;1- und 2-Stern;664;708;561;2020;1;15
2020-01-15;Übrige;416;368;312;2020;1;15
2020-01-14;3-Stern;1627;1655;1547;2020;1;14
2020-01-14;1- und 2-Stern;630;708;517;2020;1;14
2020-01-12;4- und 5-Stern;819;1780;715;2020;1;12
2020-01-12;3-Stern;757;1655;673;2020;1;12
2020-01-11;4- und 5-Stern;963;1780;627;2020;1;11
2020-01-10;4- und 5-Stern;787;1780;544;2020;1;10
2020-01-09;4- und 5-Stern;1025;1780;900;2020;1;9
2020-01-09;3-Stern;989;1611;885;2020;1;9
2020-01-08;4- und 5-Stern;1152;1780;1053;2020;1;8
2020-01-08;Übrige;268;368;166;2020;1;8
2020-01-06;3-Stern;717;1558;586;2020;1;6
2020-01-06;1- und 2-Stern;303;708;201;2020;1;6
2020-01-05;1- und 2-Stern;245;708;157;2020;1;5
2020-01-04;3-Stern;668;1199;359;2020;1;4
2020-01-03;4- und 5-Stern;864;1589;463;2020;1;3
2020-01-02;Übrige;304;368;113;2020;1;2
2020-01-01;3-Stern;743;1190;424;2020;1;1
2020-01-01;Übrige;280;368;118;2020;1;1
2019-12-30;4- und 5-Stern;1490;1614;810;2019;12;30
2019-12-30;3-Stern;1048;1263;555;2019;12;30
2019-12-30;Übrige;228;365;128;2019;12;30
2019-12-29;3-Stern;1055;1263;563;2019;12;29
2019-12-29;1- und 2-Stern;367;699;222;2019;12;29
2019-12-28;1- und 2-Stern;446;627;262;2019;12;28
2019-12-28;Übrige;239;365;139;2019;12;28
2019-12-26;1- und 2-Stern;338;627;190;2019;12;26
2019-12-24;4- und 5-Stern;822;1614;473;2019;12;24
2019-12-23;3-Stern;684;1299;415;2019;12;23
2019-12-22;Übrige;196;365;89;2019;12;22
2019-12-21;3-Stern;1360;1512;704;2019;12;21
2019-12-20;1- und 2-Stern;389;708;240;2019;12;20
2019-12-20;Übrige;273;365;153;2019;12;20
2019-12-19;4- und 5-Stern;833;1765;593;2019;12;19
2019-12-19;1- und 2-Stern;319;708;218;2019;12;19
2019-12-18;3-Stern;1052;1655;860;2019;12;18
2019-12-17;4- und 5-Stern;1348;1780;1122;2019;12;17
2019-12-16;4- und 5-Stern;1413;1780;1166;2019;12;16
2019-12-14;4- und 5-Stern;2275;1780;1243;2019;12;14
2019-12-14;Übrige;402;365;238;2019;12;14
2019-12-13;4- und 5-Stern;1773;1780;1156;2019;12;13
2019-12-12;4- und 5-Stern;1724;1780;1434;2019;12;12
2019-12-12;3-Stern;1457;1655;1143;2019;12;12
2019-12-11;4- und 5-Stern;1800;1780;1619;2019;12;11
2019-12-11;Übrige;278;365;214;2019;12;11
2019-12-10;Übrige;257;365;217;2019;12;10
2019-12-09;1- und 2-Stern;534;708;398;2019;12;9
2019-12-09;Übrige;246;365;188;2019;12;9
2019-12-08;4- und 5-Stern;1499;1780;1074;2019;12;8
2019-12-08;1- und 2-Stern;414;708;254;2019;12;8
2019-12-07;Übrige;489;365;274;2019;12;7
2019-12-06;4- und 5-Stern;2182;1780;1441;2019;12;6
2019-12-06;3-Stern;1814;1655;1153;2019;12;6
2019-12-05;4- und 5-Stern;1837;1780;1513;2019;12;5
2019-12-02;4- und 5-Stern;1740;1780;1559;2019;12;2
2019-12-02;3-Stern;1585;1655;1382;2019;12;2
2019-12-02;1- und 2-Stern;576;708;466;2019;12;2
2019-12-02;Übrige;317;365;243;2019;12;2
2019-12-01;Übrige;242;365;158;2019;12;1
2019-11-30;3-Stern;2037;1655;1235;2019;11;30
2019-11-30;Übrige;530;340;270;2019;11;30
2019-11-29;4- und 5-Stern;1835;1780;1155;2019;11;29
2019-11-29;3-Stern;1772;1655;1177;2019;11;29
2019-11-29;1- und 2-Stern;767;708;464;2019;11;29
2019-11-28;1- und 2-Stern;543;708;385;2019;11;28
2019-11-26;1- und 2-Stern;540;708;438;2019;11;26
