datum;Hotelkategorie;Anzahl Logiernächte;Anzahl verfügbare Zimmer;Anzahl belegte Zimmer;Jahr;Monat;Tag
2021-10-01;Übrige;414;410;213;2021;10;1
2021-09-30;3-Stern;1084;1725;860;2021;9;30
2021-09-29;4- und 5-Stern;1038;1853;784;2021;9;29
2021-09-28;4- und 5-Stern;1130;1853;875;2021;9;28
2021-09-27;4- und 5-Stern;1109;1853;848;2021;9;27
2021-09-27;1- und 2-Stern;294;673;232;2021;9;27
2021-09-27;Übrige;365;413;203;2021;9;27
2021-09-26;1- und 2-Stern;345;673;243;2021;9;26
2021-09-24;1- und 2-Stern;448;673;302;2021;9;24
2021-09-23;3-Stern;1577;1725;1283;2021;9;23
2021-09-23;1- und 2-Stern;492;673;353;2021;9;23
2021-09-23;Übrige;604;413;361;2021;9;23
2021-09-22;3-Stern;1819;1725;1507;2021;9;22
2021-09-21;4- und 5-Stern;2416;1853;1673;2021;9;21
