Station/Location,Datum,"Globalstrahlung, Tagesmittel","Gesamtschneehöhe, Morgenmessung von 6 UTC","Gesamtbewölkung, Tagesmittel","Luftdruck auf Stationshöhe (QFE), Tagesmittel","Niederschlag, Tagessumme 6 UTC - 6 UTC Folgetag","Sonnenscheindauer, Tagessumme","Lufttemperatur 2 m über Boden, Tagesmittel","Lufttemperatur 2 m über Boden, Tagesminimum","Lufttemperatur 2 m über Boden, Tagesmaximum","Relative Luftfeuchtigkeit 2 m über Boden, Tagesmittel"
Bad Ragaz,16.10.2023,138,,,960.8,0,395,7.8,2.9,12.6,79.2
Bad Ragaz,29.10.2023,73,,,949.1,0,38,16.6,11.5,20,43.9
Bad Ragaz,01.11.2023,48,,,951.6,0,104,10.5,6.3,14.3,65.4
Bad Ragaz,29.11.2023,76,,,950.1,0,375,0.6,-1.4,3.4,74
Bad Ragaz,12.12.2023,34,,,952.9,11.1,12,6.7,4.7,9.8,88.5
Bad Ragaz,13.12.2023,10,,,946.2,7.2,0,5.8,4.2,7.1,92.6
Bad Ragaz,14.12.2023,20,,,959.2,7.8,0,5.1,4.3,6.9,90.5
Bad Ragaz,15.12.2023,22,,,976.5,0,11,4.1,1.7,5.5,82.3
Bad Ragaz,20.12.2023,10,,,962.3,0.2,0,4.2,1.9,6.4,80.9
Bad Ragaz,23.12.2023,46,,,959.5,0,102,8.8,5.8,11.7,59.8
Bad Ragaz,27.12.2023,56,,,964,0,339,6,2,10,55.1
Bad Ragaz,31.12.2023,35,,,952.8,5,5,7.6,2.3,13.5,62.1
Säntis,08.01.2023,23,140,,742.7,22.7,0,-3.6,-5.4,-1,75.7
Säntis,16.01.2023,47,185,,728.5,9.8,94,-9.9,-11.9,-8.3,68.6
Säntis,21.01.2023,54,210,,742.9,0,5,-15.8,-16.7,-11.3,98.9
Säntis,22.01.2023,100,215,,745.7,0,500,-13.4,-15.8,-10.5,85.5
Säntis,29.01.2023,112,200,,750.8,0,478,-6.1,-9.9,-3.7,33.2
Säntis,30.01.2023,91,200,,750.1,8.5,267,-8.8,-11.8,-5.2,60.2
Säntis,19.02.2023,85,220,,755.5,0.8,3,-3.3,-5.8,-0.6,85.2
Säntis,04.03.2023,198,255,,748.8,0,667,-6.4,-8.1,-4.8,37
Säntis,17.03.2023,187,300,,750.2,0,506,3.5,-0.7,6.8,30.1
Säntis,25.03.2023,90,293,,745.3,14.1,0,-5.4,-7.7,-2,99
Säntis,26.03.2023,71,300,,740.5,50.4,8,-5.5,-8.1,-1.8,96.4
Säntis,31.03.2023,63,330,,741.7,38.3,9,-3.1,-5.6,-0.3,95.6
Säntis,04.04.2023,287,350,,746.3,0,677,-11.3,-14.6,-8.9,44
Säntis,07.04.2023,137,348,,746.9,2,4,-7.2,-8.6,-5.5,94.3
Säntis,09.04.2023,294,350,,751.7,0,725,-6.2,-8.5,-4,51.3
Säntis,12.04.2023,142,350,,741.7,38.4,14,-2.9,-7.2,0.1,98.6
Säntis,14.04.2023,245,405,,740.5,1.1,175,-8.1,-9.2,-6.7,92.4
Säntis,16.04.2023,167,397,,748.9,20.7,0,-5.8,-6.8,-4.3,99.7
Säntis,22.04.2023,244,400,,749.2,1.3,426,1.8,-0.3,3.8,70.5
Säntis,27.04.2023,224,411,,751.4,5.9,108,-1.3,-3.4,0.7,94.7
Säntis,29.04.2023,206,370,,752.2,5.2,229,0.8,-0.4,2.5,93.5
Säntis,30.04.2023,298,360,,751.5,5,480,0.5,-0.9,3.1,93.9
Säntis,05.05.2023,242,350,,755.7,9.9,435,3.1,1.6,5.6,92.8
Säntis,06.05.2023,186,340,,754.3,1.1,70,2.6,0.8,4.4,95
Säntis,08.05.2023,150,320,,755.9,6.1,0,1.5,0.3,2.8,99.4
Säntis,18.05.2023,357,390,,752.2,0,485,-0.7,-3.7,1.8,90.2
Säntis,19.05.2023,298,385,,752.7,0,129,1.7,0.4,3.5,83.2
Säntis,20.05.2023,260,370,,751.9,0,374,2.8,0.6,4.2,84.9
Säntis,21.05.2023,256,370,,752.5,0,338,4.8,2.9,6.7,73.7
Säntis,03.06.2023,337,265,,754.6,0,472,5.2,3.7,8.2,88.3
Säntis,12.06.2023,314,200,,753.7,0,640,6.5,4.7,9.3,81.5
Säntis,14.06.2023,307,180,,752.5,0,722,4.4,3,6.4,73.8
Säntis,23.06.2023,94,80,,760.7,1.1,0,4.1,2.7,5.3,99.7
Säntis,29.06.2023,303,35,,756.7,10,611,8.5,6.1,13,83.3
Säntis,06.07.2023,207,0,,757.1,0,168,4.7,2.1,6.7,91.6
Säntis,07.07.2023,352,0,,760.7,0,784,9.7,5.6,13.2,62.5
Säntis,10.07.2023,284,0,,764.6,0,453,12.5,9.4,15.5,79.7
Säntis,17.07.2023,264,0,,761.3,0.2,225,9.8,8.3,12.5,97.8
Säntis,19.07.2023,146,0,,757.3,1.2,86,9,5.9,11.3,99.3
Säntis,20.07.2023,232,0,,755.2,2,157,6.7,5,8.9,98
Säntis,21.08.2023,283,0,,766,0,724,14.9,13.6,17.8,57.4
Säntis,29.08.2023,123,18,,747.3,4.2,0,-1.1,-2.5,-0.4,99.9
Säntis,08.09.2023,202,0,,761.5,0,169,11.8,9.9,14.5,91.9
Säntis,20.09.2023,194,0,,754.1,0,601,7.3,5.1,11.1,76.3
Säntis,22.09.2023,30,3,,746,44.6,0,0.2,-1.9,3.4,98.9
Säntis,23.09.2023,111,13,,752.7,0.3,54,-2.7,-4.3,-1.4,94.5
Säntis,26.09.2023,208,0,,760.9,0,703,10.1,8,12.4,31.5
Säntis,27.09.2023,196,0,,760.1,0,683,9.7,7.6,13,35.4
Säntis,03.10.2023,161,0,,761.8,13.1,475,8.1,1.1,11.9,70.4
Säntis,04.10.2023,170,0,,762,0,402,3.4,0.8,6.7,73.6
Säntis,09.10.2023,137,0,,763.8,0,333,8.8,6.8,10.5,52.3
Säntis,11.10.2023,174,0,,760.7,0,648,8,6.1,10.5,53.5
Säntis,12.10.2023,154,0,,759.5,0,419,6.8,5.7,9.5,56.3
Säntis,14.10.2023,52,0,,753.1,32.7,54,2.6,-2.3,7.7,89.8
Säntis,16.10.2023,162,4,,751.5,0,505,0.8,-4,3.2,25.6
Säntis,19.10.2023,94,0,,740.1,0.3,219,5.5,4.1,7.1,79.1
Säntis,21.10.2023,44,0,,741.1,17.4,0,0,-2.3,2.5,98.4
Säntis,25.10.2023,93,3,,741.2,24.4,219,-0.1,-2.3,2.4,88.4
Säntis,06.11.2023,115,62,,744.6,4.3,393,-4,-5.2,-2.5,88.4
Säntis,11.11.2023,29,75,,740.2,21.6,0,-7.6,-8.9,-5.2,99.6
Säntis,20.11.2023,61,130,,747.8,3.3,124,-3.6,-5.5,-2.5,95
Säntis,02.12.2023,39,258,,736,8.6,0,-12.8,-16.7,-7.9,95.2
Säntis,11.12.2023,15,280,,744.8,56,0,-2.3,-4.2,0.2,100
Säntis,17.12.2023,70,310,,767.8,0,492,3.4,-0.6,5.9,38.7
Säntis,22.12.2023,9,355,,740,50,0,-5.7,-6.8,-4.8,95.1
Säntis,30.12.2023,82,350,,749.7,0,415,-5.4,-6.3,-3.7,88.4
Säntis,02.01.2023,41,130,,757.3,0,57,1,-3.2,4.2,61.8
Säntis,04.01.2023,29,135,,757.3,9.1,16,-3.5,-5.3,-0.2,79.7
Säntis,06.01.2023,86,140,,755.5,0,500,0,-2.2,1.4,45.6
Säntis,09.01.2023,23,147,,738.4,42.5,0,-8.1,-9.8,-4.1,100
Säntis,13.01.2023,28,175,,748,41.3,0,-5.7,-8.4,-2.7,93.1
Säntis,17.01.2023,39,185,,722,2.3,0,-11.2,-12.9,-9.2,85.1
Säntis,23.01.2023,79,215,,749.2,0,254,-8.7,-12.4,-6.2,74.8
Säntis,25.01.2023,110,215,,753.1,0,517,-4.7,-6,-3.5,40.9
Säntis,01.02.2023,29,207,,751,7.9,0,-9.4,-10.6,-7.7,88.1
Säntis,11.02.2023,108,250,,762.5,0,278,-2.4,-3.8,-1.1,45.7
Säntis,16.02.2023,152,230,,758.3,0,532,-2.7,-4.7,0.3,42.8
Säntis,22.02.2023,137,210,,749,8.6,397,-0.5,-4.1,2.1,59.1
Säntis,05.03.2023,202,254,,743,0,641,-7.7,-8.9,-6.8,40.8
Säntis,08.03.2023,55,250,,735.4,41.6,0,-4.1,-9.9,0.4,87.4
Säntis,11.03.2023,80,280,,738.7,24.1,0,-8.6,-10.3,-6.5,97
Säntis,13.03.2023,167,290,,745.7,26.8,424,0.5,-6.4,4.6,63.4
Säntis,18.03.2023,205,300,,749.3,0,474,-0.5,-1.9,1.2,70.1
Säntis,19.03.2023,144,297,,750.1,11.8,208,-3.5,-4.8,-1.8,95.8
Säntis,23.03.2023,137,290,,749.5,0.3,33,0.4,-1.9,2.6,79.1
Säntis,29.03.2023,93,335,,752.4,2.6,0,-2.1,-6.7,1.8,88.6
Säntis,02.04.2023,206,350,,746.7,2.4,110,-5.7,-7.5,-4.2,95.4
Säntis,05.04.2023,258,350,,746.5,0,515,-10,-11.5,-9.1,53.9
Säntis,06.04.2023,278,350,,747.8,0.5,685,-9.3,-11.9,-7,70
Säntis,11.04.2023,107,350,,748.5,35.7,0,-4.4,-7,-2,97.1
Säntis,01.05.2023,164,364,,749.9,14,0,-1.7,-3.4,-0.1,99.8
Säntis,04.05.2023,336,355,,756.2,0,769,3.9,2.5,5,56.6
Säntis,07.05.2023,161,320,,754.5,30.9,140,2.6,0.3,5.9,92.8
Säntis,09.05.2023,226,310,,751.9,58.9,144,2.4,-0.1,4.9,96.7
Säntis,10.05.2023,106,318,,748.8,41,0,-2.1,-3.5,0.6,99.6
Säntis,14.05.2023,185,325,,748.6,7.3,0,-1.3,-2.5,-0.5,98.6
Säntis,23.05.2023,150,350,,754.7,17.1,68,3.9,2.5,5.4,96.4
Säntis,24.05.2023,192,340,,753,1.4,7,1.4,-0.5,3,99.7
Säntis,26.05.2023,349,315,,759.3,0,618,5.2,3.2,7.3,83.8
Säntis,28.05.2023,262,300,,754.7,0.5,322,3.6,2.2,6.1,88.9
Säntis,04.06.2023,269,260,,755.2,0,485,4,2.6,5.9,82.6
Säntis,15.06.2023,310,160,,755.4,0.1,492,4,2.6,7,75.4
Säntis,17.06.2023,333,140,,756.3,0,637,5.9,3.2,9.8,60.8
Säntis,18.06.2023,311,135,,756.8,5.9,587,9.2,6.2,12.9,66.3
Säntis,24.06.2023,223,70,,761.4,0,234,5.4,2.3,10,85.8
Säntis,25.06.2023,383,65,,759.6,0,895,10.3,8.4,12.8,47.9
Säntis,28.06.2023,153,40,,756.9,0,31,4.3,2.3,6.8,94.9
Säntis,08.07.2023,293,0,,762.1,0,437,10.3,6.3,13.6,71
Säntis,14.07.2023,361,0,,758.1,0,824,10.6,4.5,14.4,71.8
Säntis,15.07.2023,352,0,,758.1,2.4,796,13.3,9.7,17.1,61.7
Säntis,30.07.2023,119,0,,755.9,14.6,14,5.4,3.9,6.8,99.9
Säntis,01.08.2023,60,0,,748.9,30.7,0,4.8,1.8,7.5,96.4
Säntis,04.08.2023,73,0,,751.5,40.1,14,2.6,1.2,4.1,99
Säntis,06.08.2023,63,0,,748.9,52.3,0,-0.3,-1.8,2.2,100
Säntis,08.08.2023,269,8,,755.2,0,467,1.4,-1.6,3.7,82.1
Säntis,16.08.2023,289,0,,761.6,0,579,12.1,10.8,15.5,72.5
Säntis,20.08.2023,283,0,,765.5,0,676,14.7,13.4,17.8,55.3
Säntis,22.08.2023,286,0,,764.7,0,631,14.5,13,17.5,72.7
Säntis,26.08.2023,162,0,,755,26.9,327,8.7,5.3,12.9,91.5
Säntis,30.08.2023,151,15,,748.4,1.1,70,0.6,-0.8,2,98.8
Säntis,04.09.2023,261,0,,764.5,0,720,13.1,10.8,15,41.9
Säntis,10.09.2023,211,0,,761.6,0,320,12.2,10.5,14.6,75.6
Säntis,21.09.2023,170,0,,747.7,40.5,330,6.9,2.9,10,78.2
Säntis,29.09.2023,179,0,,761.8,1.2,547,8,5,11.7,69.5
Säntis,31.10.2023,32,12,,743.5,15.2,0,-3.3,-4.8,-2,99.3
Säntis,09.11.2023,66,59,,745.1,0.4,62,-2.9,-5.2,0.1,62.2
Säntis,16.11.2023,42,110,,746.2,58.4,61,-3.4,-6.7,0.6,79
Säntis,19.11.2023,23,130,,751.5,35.7,0,0.2,-2.4,1,99.9
Säntis,23.11.2023,97,145,,755.1,2.6,525,-0.9,-3,1.5,39.5
Säntis,28.11.2023,26,200,,732.1,40,0,-10,-13.7,-5.7,100
Säntis,29.11.2023,88,221,,736,2.1,210,-12,-14.1,-8.8,70.1
Säntis,30.11.2023,22,225,,734.3,46.2,0,-4.1,-9.3,1,92.6
Säntis,01.12.2023,25,230,,733.5,25.7,0,-5.7,-7.9,-3.1,98.7
Säntis,04.12.2023,59,260,,742.7,4,157,-6.5,-8,-4.8,59
Säntis,05.12.2023,44,259,,740.5,11.1,47,-8.3,-10,-6.1,96.7
Säntis,09.12.2023,47,275,,743.7,64.6,103,-4.6,-7.2,-0.3,94.7
Säntis,10.12.2023,16,285,,745.7,15.5,0,-5.1,-7.5,0.3,90.7
Säntis,12.12.2023,23,300,,743.7,46.7,0,-1.8,-3.6,-0.1,99.9
Säntis,14.12.2023,34,324,,746.6,44.6,0,-7.3,-7.7,-6.8,99.7
Säntis,19.12.2023,71,290,,757.8,5.7,495,1.4,-2.4,3.2,38.7
Säntis,25.12.2023,50,355,,751,0,375,0,-2.6,1,65.8
Säntis,26.12.2023,43,350,,751.8,0,181,-2.3,-4,0.8,30.6
Bad Ragaz,05.01.2023,30,,,968.2,0.2,3,7.5,5.4,10.3,71.4
Bad Ragaz,16.01.2023,49,,,938.2,0,112,2.9,-1.4,8.4,62.4
Bad Ragaz,22.01.2023,52,,,965.4,0,32,-1.2,-2.5,-0.1,74.3
Bad Ragaz,26.01.2023,15,,,960.6,0,0,-0.7,-1.3,-0.1,77.7
Bad Ragaz,01.02.2023,68,,,967.8,0,122,2.8,-2,7.2,66.4
Bad Ragaz,06.02.2023,45,,,974.7,0,6,1.4,-2,3.9,82.1
Bad Ragaz,15.02.2023,132,,,970.8,0,475,3.2,-4.7,9.6,70.3
Bad Ragaz,17.02.2023,68,,,970.9,0,34,8.6,5.9,12.1,52.8
Bad Ragaz,21.02.2023,140,,,961.8,0,498,8.2,2.4,15.7,54.8
Bad Ragaz,23.02.2023,95,,,956,0,157,8.3,4.6,13.4,80.6
Bad Ragaz,24.02.2023,124,,,949.9,7.5,333,9.7,4.9,17.4,64.2
Bad Ragaz,25.02.2023,35,,,948.7,0.3,0,3.5,1.5,6.3,81.8
Bad Ragaz,03.03.2023,120,,,961.2,0,195,3.7,-0.4,6.8,79
Bad Ragaz,06.03.2023,139,,,949.3,0,229,2.8,-1,8,70.6
Bad Ragaz,10.03.2023,90,,,942.9,6.8,95,8.3,4,12.1,64.2
Bad Ragaz,14.03.2023,68,,,948.2,6.4,39,7.6,4.6,11.6,75.8
Bad Ragaz,19.03.2023,128,,,959.5,7,154,10.3,5,15.3,67.6
Bad Ragaz,22.03.2023,215,,,956.7,0,597,11.8,4.3,18.9,59
Bad Ragaz,25.03.2023,94,,,957.5,0.2,93,7.4,4.9,10.2,76.7
Bad Ragaz,29.03.2023,85,,,964.3,1.2,13,7.5,3.4,12.5,80.4
Bad Ragaz,30.03.2023,54,,,959.1,4.6,1,10.6,7.6,15.3,82.8
Bad Ragaz,01.04.2023,90,,,951.1,3.1,2,7.5,5.1,11.1,82.8
Bad Ragaz,02.04.2023,174,,,957.2,1.4,274,8.5,3.9,12.7,75.7
Bad Ragaz,13.04.2023,95,,,950.7,7.8,0,6,3.9,9.2,74
Bad Ragaz,17.04.2023,158,,,961.1,0.2,93,9,5.3,12.6,75.3
Bad Ragaz,25.04.2023,142,,,956.1,1.9,51,7.4,5.2,9.8,81.8
Bad Ragaz,29.04.2023,261,,,958.2,0,417,15.4,11.4,22.1,73.2
Bad Ragaz,05.05.2023,249,,,960.7,10.1,473,16.7,12.3,23.6,66.7
Bad Ragaz,14.05.2023,120,,,956.4,16.8,13,11.2,9.5,14.5,89.2
Bad Ragaz,17.05.2023,94,,,962.4,0.1,5,9.2,7.1,10.8,72.4
Bad Ragaz,19.05.2023,175,,,959.9,1.1,110,12.3,9,15.8,76.1
Bad Ragaz,22.05.2023,332,,,956.2,1.5,647,19.2,12.5,25.6,54.6
Bad Ragaz,27.05.2023,325,,,961.3,0,691,18.7,12.8,24.5,63.2
Bad Ragaz,10.06.2023,339,,,955.1,0,626,21.6,16,26.9,57.8
Bad Ragaz,13.06.2023,322,,,952.4,0,701,19.3,11.8,25.3,52.2
Bad Ragaz,29.06.2023,294,,,958.1,8.4,585,20.9,13.4,28.7,65.3
Bad Ragaz,04.07.2023,263,,,958.6,10.1,384,20,15.5,25.5,73.1
Bad Ragaz,07.07.2023,345,,,962.1,0,754,22.6,14.6,30.3,49.4
Bad Ragaz,13.07.2023,189,,,961.8,1.1,202,18.6,15.2,23.3,80.7
Bad Ragaz,02.08.2023,254,,,947.9,0.2,440,22.1,14.4,30.6,60.8
Bad Ragaz,08.08.2023,257,,,961.5,0,290,15.7,10.6,21,65.2
Bad Ragaz,09.08.2023,123,,,961.9,0,0,16.8,13.8,20.2,75.5
Bad Ragaz,30.08.2023,171,,,954,0.1,139,14.2,11.2,18.1,80.9
Bad Ragaz,31.08.2023,152,,,958.4,0.5,126,15.2,11.7,18.6,79.8
Bad Ragaz,01.09.2023,238,,,960.5,0,531,18,12.7,24.6,72.8
Bad Ragaz,04.09.2023,249,,,965.7,0,655,20.6,14.7,26.6,68.7
Bad Ragaz,05.09.2023,248,,,962.8,0,650,20,14,24.9,74.7
Bad Ragaz,06.09.2023,245,,,962.5,0,646,20.8,15.6,26,69.8
Bad Ragaz,12.09.2023,142,,,957.9,6.4,367,20.5,16.7,27.1,69.9
Bad Ragaz,13.09.2023,88,,,961.1,2.6,11,17.9,16,20.7,87.6
Bad Ragaz,16.09.2023,176,,,958.6,0,406,21.3,16,27.3,53.7
Bad Ragaz,20.09.2023,160,,,956.1,0,397,18.5,12.7,23.9,69.5
Bad Ragaz,25.09.2023,202,,,965.7,0,580,13.1,8.2,19.3,72.2
Bad Ragaz,28.09.2023,163,,,963.3,0,383,16.9,13.1,23.5,69.1
Bad Ragaz,02.10.2023,172,,,966.5,0,557,16.9,11,23.5,65.6
Bad Ragaz,06.10.2023,162,,,969,0,528,14.4,9.8,20.6,75.8
Bad Ragaz,15.10.2023,96,,,963.4,0.1,108,8.9,4.7,12.3,77.8
Bad Ragaz,19.10.2023,61,,,939.8,0,65,18.1,14.4,21.4,57.4
Bad Ragaz,23.10.2023,82,,,954.4,0,149,15.2,9.5,19.9,56.7
Bad Ragaz,24.10.2023,25,,,949.5,6.3,0,12.9,10.2,17.3,83.7
Bad Ragaz,28.10.2023,126,,,948.6,0,459,10.8,7,15.6,72.2
Bad Ragaz,04.11.2023,69,,,935.9,0.6,199,7.7,3,11.9,61.9
Bad Ragaz,12.11.2023,12,,,953.2,14.3,0,4.2,3,5.2,85.8
Bad Ragaz,22.11.2023,36,,,965.2,3,16,4.9,1.9,6.3,86.6
Bad Ragaz,24.11.2023,56,,,954.4,16.6,106,3.4,-0.5,9,81.1
Bad Ragaz,25.11.2023,35,,,954.2,2.3,12,1.5,0.1,3.1,74.5
Bad Ragaz,03.12.2023,68,,,964.1,0,367,-2.6,-5.5,-0.3,74.7
Bad Ragaz,06.12.2023,29,,,958.3,0.9,3,2,1.2,3.4,91.2
Bad Ragaz,09.12.2023,36,,,955.2,24.1,71,4.7,0.6,7.3,84.2
Bad Ragaz,25.12.2023,65,,,960.3,0,345,7.5,4.1,11.3,80.8
Bad Ragaz,26.12.2023,34,,,963.1,0,39,3.6,0.6,7.3,87.4
Bad Ragaz,28.12.2023,33,,,963.8,0,41,5.5,1.3,7.6,59.3
St. Gallen,11.01.2023,16,0,,929.7,3.9,3,6.1,3.4,9.8,75.4
St. Gallen,13.01.2023,25,0,,928.1,5.5,14,5.6,2.1,8.4,70.5
St. Gallen,15.01.2023,10,0,,920,6.7,0,4.4,-0.2,11,74.4
St. Gallen,18.01.2023,23,1,,906.4,4.4,0,-1.6,-4.2,1.2,82.2
St. Gallen,23.01.2023,33,12,,934.2,0,11,-3.8,-5.3,-2.3,86.4
St. Gallen,26.01.2023,8,12,,927.2,0,0,-3.3,-3.7,-2.8,92
St. Gallen,01.02.2023,25,5,,934.4,0,1,2.1,0.2,3.2,68.4
St. Gallen,02.02.2023,14,3,,937.4,0,0,2.7,1.6,3.5,72.4
St. Gallen,04.02.2023,24,0,,942.1,5.6,0,2.4,0.4,3.8,89
St. Gallen,06.02.2023,26,4,,941.8,0,0,-2.3,-5.5,-0.6,93.7
St. Gallen,10.02.2023,123,3,,944.6,0,501,-0.9,-3.3,1.3,68
St. Gallen,13.02.2023,96,0,,944,0,227,-0.2,-3,3.9,97.1
St. Gallen,20.02.2023,137,0,,935.9,0,532,7.5,2.8,11.4,64.4
St. Gallen,27.02.2023,55,4,,926.2,0.6,26,-3.5,-4.3,-2.1,81.1
St. Gallen,01.03.2023,44,5,,927.1,0,0,-1.8,-3,-0.9,84.4
St. Gallen,02.03.2023,43,4,,925.8,0,0,-0.5,-2.2,0.5,87.5
St. Gallen,13.03.2023,163,0,,918.8,7.9,463,12.9,6.9,19.2,46.8
St. Gallen,17.03.2023,176,0,,923.5,0,504,9.4,4,13.2,47.2
St. Gallen,22.03.2023,218,0,,924.8,0,652,11.3,6,15.8,56.1
St. Gallen,23.03.2023,104,0,,923.3,0.3,8,13.3,10.8,16.1,49.8
St. Gallen,28.03.2023,242,2,,933.9,0,635,2.7,-2,6.8,64.9
St. Gallen,04.04.2023,229,0,,929.8,0,479,-0.3,-4.2,4.6,65.9
St. Gallen,14.04.2023,163,0,,918.8,0,277,5,2.2,9.4,66.9
St. Gallen,23.04.2023,176,0,,921.2,16.6,213,10.2,7.3,14.6,82.5
St. Gallen,24.04.2023,122,0,,921.9,5.1,105,7.2,4.7,10.5,80
St. Gallen,27.04.2023,241,0,,927.9,13.5,444,10.5,6.3,14.2,69.6
St. Gallen,29.04.2023,215,0,,926.8,0,318,13.4,8.1,18.1,75.8
St. Gallen,07.05.2023,204,0,,928,29.4,449,14.2,11,19.2,75.3
St. Gallen,19.05.2023,76,0,,929.1,0,0,8.7,6.6,11.2,86.2
St. Gallen,05.06.2023,318,0,,927.5,0,729,16.1,11.1,20.9,64.2
St. Gallen,11.06.2023,311,0,,926.2,0,735,17.9,12.6,23.8,68.3
St. Gallen,15.06.2023,339,0,,928.1,0,707,17.3,11.9,22.8,49.1
St. Gallen,19.06.2023,284,0,,927.3,1.8,463,20.9,15.6,26.3,61.3
St. Gallen,20.06.2023,287,0,,927,0,584,22.8,16.9,29,63.5
St. Gallen,30.06.2023,91,0,,925.3,6.4,16,15.8,12.8,19.7,88.8
St. Gallen,04.07.2023,255,0,,927.8,1.2,375,18,14.4,22.6,71.3
St. Gallen,14.07.2023,325,0,,928.1,0,849,19.8,13.3,24.8,63.3
St. Gallen,17.07.2023,258,0,,932.9,0,379,19.5,15.8,23.5,71.9
St. Gallen,22.07.2023,250,0,,928.6,0,440,17.2,12.5,22,66.8
St. Gallen,24.07.2023,114,0,,922,27.1,71,18.2,15.1,24,78.1
St. Gallen,29.07.2023,138,0,,926,11.2,168,18.3,16.2,23.6,76.8
St. Gallen,01.08.2023,96,0,,920.8,8.5,82,16.5,14.2,19.9,75.3
St. Gallen,02.08.2023,247,0,,917.2,11,389,19.2,13.4,26.1,70.9
St. Gallen,06.08.2023,123,0,,925,7.8,74,11.5,10.1,13,81.6
St. Gallen,15.08.2023,182,0,,930.4,0,334,22.7,18.7,26.2,61.3
St. Gallen,19.08.2023,280,0,,931.1,0,767,24.5,20,29.6,52.4
St. Gallen,24.08.2023,258,0,,928.8,15.6,632,23.7,16.7,31.8,68.7
St. Gallen,30.08.2023,131,0,,922.5,0.1,158,12.7,9.4,16.3,79
St. Gallen,08.09.2023,237,0,,931,0,702,20.8,16.6,24.6,78.4
St. Gallen,14.09.2023,107,0,,931.8,2.5,134,15.5,13.7,19,92.1
St. Gallen,23.09.2023,123,0,,929.6,0,159,10.5,8.5,13.3,76.8
St. Gallen,28.09.2023,186,0,,931.7,0,500,17.5,13.2,20.9,58.3
St. Gallen,05.10.2023,124,0,,936.9,0,208,11.6,9.2,14.6,86.6
St. Gallen,08.10.2023,157,0,,937.6,0,528,18.5,15.3,23,48.9
St. Gallen,11.10.2023,165,0,,932.2,0,588,18.7,14.6,22.9,47.9
St. Gallen,18.10.2023,53,0,,918.5,0.2,39,6.9,4.9,11.1,97.9
St. Gallen,01.11.2023,68,0,,919.3,0,134,8.1,6,10,71.6
St. Gallen,06.11.2023,96,0,,921.1,7,296,7.9,5,11.4,70.4
St. Gallen,08.11.2023,109,0,,928.3,0,453,5.7,3.5,9.4,62.7
St. Gallen,18.11.2023,46,0,,933.6,12.8,30,4.6,1,9.9,83.3
St. Gallen,22.11.2023,7,0,,933.1,7.1,0,1.4,-0.3,4.2,98.9
St. Gallen,24.11.2023,22,0,,922.2,4.3,23,3.3,-0.7,6.7,83.3
St. Gallen,25.11.2023,36,2,,922.1,0.4,23,-0.5,-1.6,0.3,81.3
St. Gallen,06.12.2023,30,18,,925.3,3.1,0,1.5,0.3,2.7,84.5
St. Gallen,07.12.2023,72,16,,926.6,0,351,-1.2,-2.6,0.6,86.4
St. Gallen,13.12.2023,16,0,,913.9,7.9,0,5.6,3.2,7.7,81.1
St. Gallen,14.12.2023,10,0,,926.8,8.9,0,3.3,1.3,4,91.8
St. Gallen,16.12.2023,64,0,,947.9,0,329,-0.1,-2.6,1.7,90.6
St. Gallen,26.12.2023,40,0,,930,0,115,4.7,2.8,7.6,62.2
St. Gallen,27.12.2023,66,0,,930.7,0,322,5.9,2.2,10.9,45.9
St. Gallen,28.12.2023,28,0,,930.7,0.1,0,9.1,5.5,11.1,36.4
St. Gallen,29.12.2023,33,0,,928.9,1.9,0,8.3,6.7,10,67.4
St. Gallen,01.01.2024,51,0,,923.7,0.1,146,3.7,1.5,6.6,69.5
St. Gallen,11.01.2024,22,29,,934,0,0,-5.1,-5.6,-3.6,99.9
St. Gallen,24.01.2024,19,0,,938.6,15.3,0,10.6,8,12.4,72.1
St. Gallen,26.01.2024,27,0,,939.2,9.1,10,7.4,4.4,9.9,80.1
St. Gallen,01.02.2024,13,0,,940.4,10.3,0,6,4.8,7.3,82.2
St. Gallen,08.02.2024,40,0,,915.1,0.2,5,8.7,6.4,10.3,72.5
St. Gallen,14.02.2024,76,0,,933,0,95,8.6,4.5,12.3,51.5
St. Gallen,15.02.2024,116,0,,929.5,0,381,9.6,6.9,12.9,60.2
St. Gallen,20.02.2024,76,0,,938.1,0,79,4.4,2.7,7.2,79.8
St. Gallen,21.02.2024,115,0,,930,0.6,331,7.1,2.5,12,60.3
St. Gallen,23.02.2024,44,0,,910.3,0,1,3.1,0.9,4.7,64.5
St. Gallen,28.02.2024,18,0,,928.5,0,0,4.1,3.4,4.8,93.3
St. Gallen,06.03.2024,30,4,,929,17.7,0,0.8,0.3,1.3,94
St. Gallen,08.03.2024,81,3,,918.9,0,111,1.4,-0.9,5.1,93.8
St. Gallen,16.03.2024,98,0,,931.4,1.9,107,8,5.3,11.2,77.8
St. Gallen,26.03.2024,150,0,,904.4,0,394,9.2,2.8,15.3,50.2
St. Gallen,02.04.2024,152,0,,924.1,0,285,7.3,4.8,11.7,64.2
St. Gallen,09.04.2024,69,0,,927.3,6.5,30,9.7,3.4,21.7,65.8
St. Gallen,12.04.2024,268,0,,941.7,0,740,12.3,6.1,18.1,68.5
