"Jahr","Monat","Herkunftsland - Total Ankünfte","Herkunftsland - Total Logiernächte","Schweiz Ankünfte","Schweiz Logiernächte","Baltische Staaten Ankünfte","Baltische Staaten Logiernächte","Deutschland Ankünfte","Deutschland Logiernächte","Frankreich Ankünfte","Frankreich Logiernächte","Italien Ankünfte","Italien Logiernächte","Österreich Ankünfte","Österreich Logiernächte","Vereinigtes Königreich Ankünfte","Vereinigtes Königreich Logiernächte","Irland Ankünfte","Irland Logiernächte","Niederlande Ankünfte","Niederlande Logiernächte","Belgien Ankünfte","Belgien Logiernächte","Luxemburg Ankünfte","Luxemburg Logiernächte","Dänemark Ankünfte","Dänemark Logiernächte","Schweden Ankünfte","Schweden Logiernächte","Norwegen Ankünfte","Norwegen Logiernächte","Finnland Ankünfte","Finnland Logiernächte","Spanien Ankünfte","Spanien Logiernächte","Portugal Ankünfte","Portugal Logiernächte","Griechenland Ankünfte","Griechenland Logiernächte","Türkei Ankünfte","Türkei Logiernächte","Übriges Europa Ankünfte","Übriges Europa Logiernächte","Liechtenstein Ankünfte","Liechtenstein Logiernächte","Island Ankünfte","Island Logiernächte","Polen Ankünfte","Polen Logiernächte","Ungarn Ankünfte","Ungarn Logiernächte","Belarus Ankünfte","Belarus Logiernächte","Bulgarien Ankünfte","Bulgarien Logiernächte","Malta Ankünfte","Malta Logiernächte","Zypern Ankünfte","Zypern Logiernächte","Chile Ankünfte","Chile Logiernächte","Vereinigte Staaten Ankünfte","Vereinigte Staaten Logiernächte","Kanada Ankünfte","Kanada Logiernächte","Mexiko Ankünfte","Mexiko Logiernächte","Brasilien Ankünfte","Brasilien Logiernächte","Argentinien Ankünfte","Argentinien Logiernächte","Zentralamerika, Karibik Ankünfte","Zentralamerika, Karibik Logiernächte","Übriges Südamerika Ankünfte","Übriges Südamerika Logiernächte","Übriges Zentralamerika, Karibik Ankünfte","Übriges Zentralamerika, Karibik Logiernächte","Ägypten Ankünfte","Ägypten Logiernächte","Übriges Nordafrika Ankünfte","Übriges Nordafrika Logiernächte","Südafrika Ankünfte","Südafrika Logiernächte","Übriges Afrika Ankünfte","Übriges Afrika Logiernächte","Bahrain Ankünfte","Bahrain Logiernächte","Israel Ankünfte","Israel Logiernächte","Indien Ankünfte","Indien Logiernächte","Japan Ankünfte","Japan Logiernächte","Übriges Süd- und Ostasien Ankünfte","Übriges Süd- und Ostasien Logiernächte","Katar Ankünfte","Katar Logiernächte","Kuwait Ankünfte","Kuwait Logiernächte","Australien Ankünfte","Australien Logiernächte","Australien, Neuseeland, Ozeanien Ankünfte","Australien, Neuseeland, Ozeanien Logiernächte","China Ankünfte","China Logiernächte","Golf-Staaten Ankünfte","Golf-Staaten Logiernächte","Hongkong Ankünfte","Hongkong Logiernächte","Indonesien Ankünfte","Indonesien Logiernächte","Korea (Süd-) Ankünfte","Korea (Süd-) Logiernächte","Malaysia Ankünfte","Malaysia Logiernächte","Philippinen Ankünfte","Philippinen Logiernächte","Neuseeland, Ozeanien Ankünfte","Neuseeland, Ozeanien Logiernächte","Singapur Ankünfte","Singapur Logiernächte","Oman Ankünfte","Oman Logiernächte","Taiwan (Chinesisches Taipei) Ankünfte","Taiwan (Chinesisches Taipei) Logiernächte","Thailand Ankünfte","Thailand Logiernächte","Übriges Westasien Ankünfte","Übriges Westasien Logiernächte","Estland Ankünfte","Estland Logiernächte","Lettland Ankünfte","Lettland Logiernächte","Litauen Ankünfte","Litauen Logiernächte","Saudi-Arabien Ankünfte","Saudi-Arabien Logiernächte","Vereinigte Arabische Emirate Ankünfte","Vereinigte Arabische Emirate Logiernächte","Serbien und Montenegro Ankünfte","Serbien und Montenegro Logiernächte","Kroatien Ankünfte","Kroatien Logiernächte","Rumänien Ankünfte","Rumänien Logiernächte","Russland Ankünfte","Russland Logiernächte","Slowakei Ankünfte","Slowakei Logiernächte","Slowenien Ankünfte","Slowenien Logiernächte","Tschechien Ankünfte","Tschechien Logiernächte","Ukraine Ankünfte","Ukraine Logiernächte","Serbien Ankünfte","Serbien Logiernächte"
"2011","September",1657947,3335286,824172,1556197,...,...,209214,495403,54755,100740,36821,65975,20222,40204,65709,152272,2762,6260,25672,58597,16573,42896,3289,7648,5040,11553,7666,15804,3890,8832,3396,7581,22272,41653,4352,10440,3302,7202,2854,6647,4551,9384,1206,2220,421,988,4157,11502,2950,7370,858,1548,1462,3721,344,1007,242,637,601,1272,82324,173393,12088,26094,2002,4853,8714,19879,1656,3956,...,...,2012,5773,2416,6104,1013,3320,1410,4794,2292,5767,3242,9976,392,1115,6674,15700,15737,34597,30704,51886,4536,10765,1478,3660,2793,9527,15914,32078,...,...,50782,67383,...,...,4689,6931,4822,7885,10142,14761,2355,4757,567,1403,1710,3507,4109,8635,316,1049,7263,9084,3264,5383,2382,6833,1311,2191,388,1052,453,1112,5642,16481,5105,13884,...,...,788,2181,2919,7673,13753,32946,1039,2663,990,2285,4269,9443,1897,4940,842,2034
"2011","Oktober",1290601,2599628,674454,1346371,...,...,143823,321335,49537,87616,37146,65831,13832,28429,42093,81972,1974,4125,15030,31751,9157,16730,2021,3978,3806,8006,5812,11228,3020,7340,2720,6313,16641,31026,3918,9089,2780,6293,2532,6007,3802,8473,1038,2214,506,970,3251,11370,2402,6120,223,674,908,2766,212,596,231,635,446,1104,50546,109925,7204,16879,1165,3077,7410,17077,1283,3367,...,...,2074,5976,1368,4018,982,3161,1361,4633,1558,4561,3706,12980,277,674,4713,10207,11664,27696,17057,28074,4881,11044,831,1760,590,1647,8543,18453,...,...,51784,66245,...,...,4374,6394,2067,3682,9899,14548,2351,4857,1037,2077,1111,2421,3913,7675,219,730,6133,7477,6304,9997,1880,5891,508,1221,310,808,311,879,2168,6742,3343,8821,...,...,848,2102,2473,6616,11556,28316,955,2770,728,1777,2981,6722,1805,4554,1015,2735
"2011","November",928773,1778576,466259,838333,...,...,104818,209485,45784,77107,32265,58385,12585,24717,36363,69976,2065,4064,11478,21346,8322,15630,1794,3279,2969,6239,5041,9693,2206,4656,2349,5008,13196,25390,3255,7060,2722,6204,3609,8396,3290,7001,861,1653,340,734,2858,9025,1906,5337,376,891,989,2838,155,430,192,496,293,874,31730,76608,4989,11775,1158,2995,4008,10670,752,1940,...,...,1447,4473,837,2840,884,2786,1432,4752,1373,3910,2785,10238,256,698,3257,7186,5697,15561,8311,15574,3401,8532,993,2774,717,2118,3527,8475,...,...,30429,41034,...,...,2697,4117,1795,3604,6650,10371,2192,4174,832,1683,687,1465,4222,8376,199,610,2040,2659,1774,3423,1432,4792,296,762,340,871,357,811,2402,7552,2931,7299,...,...,785,2048,2330,6662,11609,30290,873,2577,535,1583,2610,6004,1909,5507,953,2150
"2011","Dezember",1040340,2306468,521962,1047683,...,...,114191,303960,51427,110736,45245,92283,9606,19658,44996,118405,1914,4416,17541,48742,12577,37631,3277,10949,2949,8034,4223,9941,1883,5293,2137,5413,15707,33258,3554,7881,3741,10626,2392,5732,3369,8049,837,1548,283,634,3024,11117,1438,4469,256,773,924,2673,218,592,317,951,300,783,32382,78220,4723,12108,1222,2831,4653,13021,497,1553,...,...,1451,4241,1120,3153,1039,3294,1359,4823,2365,6819,2613,9282,265,742,3930,10558,4822,12709,7204,13423,2979,7797,922,4078,560,1707,6914,16974,...,...,25098,35290,...,...,3080,5036,3616,6616,5455,7840,2702,5630,608,1352,932,1945,10258,19000,287,754,2060,2785,2906,5490,1516,5794,323,887,349,1221,313,900,1290,4229,2996,8989,...,...,674,1723,2038,6752,15861,45940,812,2330,607,1551,2271,6323,1992,6113,988,2415
"2012","Jahrestotal",16297767,34766273,7731730,15690035,...,...,1871498,4625384,669344,1318460,482940,971776,187368,378277,659290,1544236,29064,63722,302554,726636,203768,620658,37875,99970,52815,120158,81605,187918,43638,102690,36353,85410,219544,434669,46765,109833,33426,81523,37686,94796,55599,123505,12278,24638,4940,10504,48060,140502,33219,86876,5476,15101,13820,39422,2875,7784,3791,9493,5660,14472,687042,1525178,101350,231642,19879,48225,84167,201298,15313,37274,...,...,22016,57405,16591,44422,11851,38001,20176,66259,23028,69934,38451,129340,7281,25253,68474,168392,217863,474882,295991,509757,49254,111853,17238,53952,17779,50219,113783,247930,...,...,575326,743656,...,...,59683,92043,35695,64347,122772,172467,29278,57018,8172,20508,16783,36780,70565,129970,7436,19625,53253,71814,60107,101281,24594,70616,7503,17046,5338,14633,6272,15748,65472,201061,59998,168732,...,...,10714,30219,30079,80182,201488,561490,12549,35498,10524,27929,43291,107324,27711,77563,12656,29059
"2012","Januar",1106942,2763813,572815,1310349,...,...,126907,396330,46502,97741,34740,80870,10616,23545,48177,132384,2278,4883,18722,62691,15109,58782,2829,9155,3385,8160,5665,14242,2415,6185,2124,4976,12174,27186,3173,7074,2982,8001,3975,12393,3550,9429,654,1490,286,800,3214,10557,1960,5218,593,1753,934,3275,182,532,303,671,315,1213,31570,79407,4626,12357,1075,2824,7637,21875,838,2282,...,...,1452,3966,947,2552,807,2525,1428,4603,2168,7740,2548,9291,306,818,4228,12683,3551,10892,7941,16230,3140,8151,866,2233,503,1432,7525,19564,...,...,29988,40100,...,...,3529,6211,1232,2725,7691,11337,1895,3921,328,922,969,2141,2783,5913,344,1026,2721,3468,2373,5182,1571,4717,405,1225,405,1383,405,1176,1905,7386,2837,8180,...,...,927,2744,1902,6121,25228,100913,693,2268,632,2149,2465,7033,2966,11861,1013,2401
"2012","Februar",1137584,3080789,591125,1511182,...,...,136227,409777,60382,155904,31487,74301,11001,24917,56747,174646,2694,6385,29711,101988,20917,87115,5013,19112,4945,14456,8296,24372,4637,14818,3280,9278,11690,26569,3501,8181,2316,6065,3127,9595,3474,10508,804,2070,304,606,3332,12236,2011,5985,326,934,900,2830,147,372,350,933,397,977,31311,82022,5059,14140,954,3080,5611,15952,924,2726,...,...,1136,3839,938,3222,878,3281,1528,5032,1230,4347,2663,12445,325,1358,3946,10630,3821,10302,7457,16220,2323,7832,931,3179,757,2674,3568,10101,...,...,14689,22393,...,...,1854,3220,953,2081,6688,9699,788,2238,382,939,612,1374,3421,6266,352,1206,1486,2286,1802,4244,1409,4745,425,1047,307,1078,395,1430,1345,4028,2648,8960,...,...,744,2492,2062,6458,13354,43518,941,3498,683,1965,2747,8870,2121,6143,875,2117
"2012","März",1295250,3063085,642164,1400550,...,...,164382,464426,60144,142977,41776,87714,14428,32047,59293,152919,2852,6014,21116,66249,19086,58536,3219,8126,4575,11283,10896,31126,4870,13253,3583,9188,15705,32450,4099,9015,2544,6120,3554,8910,4105,10417,1080,1978,396,885,4757,16032,2379,6675,430,1632,1178,3241,289,724,354,875,292,908,45528,106898,7726,18676,1343,3394,5030,13474,941,2383,...,...,1573,4594,1180,3697,880,2801,1640,5739,1946,5912,3440,12608,601,1934,4868,12955,6863,17890,11401,23628,3547,9302,970,2688,533,1657,4622,11696,...,...,24458,38189,...,...,4040,7950,2309,4248,7767,11574,2623,5457,432,1423,910,2009,5111,9889,524,1410,1975,3291,4357,7806,1946,5981,665,2413,541,1525,532,1587,2804,8239,3624,9276,...,...,892,2318,2546,6900,19110,56862,1174,3492,842,2534,4336,12686,2496,7209,1058,2621
"2012","April",1075927,2293112,490584,991591,...,...,129132,341614,48147,88700,35018,65474,13477,27786,45663,111326,1968,4262,15575,31964,12921,47893,2432,6239,3640,10138,5828,13675,2851,6942,3084,7356,16928,34889,3591,8419,1995,4975,2510,5879,3656,8654,1003,2171,318,667,3681,10741,1967,5416,356,990,1014,2898,171,460,258,714,435,959,41848,91670,7406,17256,1563,3664,6443,14198,1155,2592,...,...,1456,3629,1149,3120,824,2482,1752,5759,1602,4303,2803,9451,376,1457,3894,9481,15579,34000,10340,16890,3445,7354,713,2100,620,1490,8418,16752,...,...,36357,46822,...,...,4121,6676,2918,5176,10566,14389,2735,4891,1268,2821,1027,2076,5947,9847,442,1353,2900,3741,13533,19393,1852,4904,240,577,384,1123,355,1104,2470,7444,4354,9572,...,...,762,1778,2003,5443,14021,34513,1225,3097,771,1621,3008,7109,1982,4720,1097,2482
"2012","Mai",1312011,2522499,571676,1050751,...,...,154193,323953,51884,89403,35592,61961,16299,30398,51698,100372,2324,4877,20900,43442,11306,20716,2593,5377,3956,8341,6234,12487,2951,6127,3074,6473,16940,30744,4135,9398,2632,5905,2968,7061,4898,11386,981,1851,404,807,4121,10666,2899,7901,512,1595,1311,3671,284,838,219,552,614,1453,64356,137572,10300,23862,1597,3858,8744,18503,1601,3825,...,...,2183,5816,1487,4220,853,2552,1773,6525,1972,5393,3315,12122,304,791,3976,8314,55905,116095,20572,32870,4381,8927,901,2538,896,2080,11561,25085,...,...,51540,65506,...,...,5024,7251,3572,5882,12197,16705,2923,5663,1316,3062,1432,3067,5675,12655,486,1331,5169,6532,8183,13659,1787,5499,769,1663,468,1250,631,1461,4084,11822,3585,9631,...,...,982,2407,2314,5984,16685,39927,998,2720,954,2094,3537,8605,2224,5945,1201,2724
"2012","Juni",1591550,3142502,707020,1293865,...,...,177036,399350,53692,93744,40604,74773,19753,38669,64430,145809,2572,5601,28499,60070,16212,41384,3065,6238,4710,10373,6851,14229,3765,7619,3671,7668,20464,38780,4320,11274,3167,7433,3337,8481,5445,10938,1029,1859,517,1083,4096,10405,3079,7814,393,1079,1470,4646,200,532,250,630,622,1859,90646,194858,10945,23876,2169,5430,8299,19831,1949,4861,...,...,2439,6462,2051,5703,1132,3756,2054,6204,2433,7094,3437,13427,517,1496,5326,12365,46891,94441,46105,75311,5435,11447,1875,5685,2708,7779,15008,30746,...,...,53688,70662,...,...,7502,11413,3574,6858,11839,17127,2933,5425,884,2449,2466,5051,9144,16303,996,2721,7016,9067,4775,8718,2393,6265,1187,2696,538,1618,787,1691,13002,42387,7992,24650,...,...,1107,2758,2608,6625,15591,36678,1111,3031,1015,2167,4436,10776,2210,5776,1068,2613
"2012","Juli",1852027,3854837,808058,1664782,...,...,196921,458966,65758,120791,45798,95126,20915,41429,71598,156235,2538,5598,55857,108116,32177,95084,3655,8466,8650,16279,8579,17257,7392,13905,4119,9662,25793,47965,3989,10156,3149,7596,2845,6595,5903,12471,1436,2937,462,915,4942,12312,4367,10989,626,1565,1317,4211,236,601,348,800,799,1583,93852,200354,12917,27061,3246,6823,9591,20914,1818,4001,...,...,2588,5957,1775,4015,1271,4334,1734,5738,2332,6323,3164,10144,895,3566,9371,20536,25803,54241,77378,132709,6160,13812,3200,10594,3532,11079,14514,30455,...,...,80084,97866,...,...,6895,10532,2446,4575,16461,22211,1857,3522,480,1286,2688,6482,4913,9045,1115,3287,8639,11446,2944,5610,2940,8051,968,1776,629,1205,1013,1830,13215,46980,8727,30638,...,...,848,1978,3073,7176,17906,48137,1246,3196,844,1718,5384,13009,2499,6388,845,1845
"2012","August",1877102,3870915,851099,1669983,...,...,221607,529459,75672,150980,62165,140272,22881,46106,68030,153319,2502,5660,42117,90846,26325,87074,4794,12196,4656,9928,5728,11755,3006,6638,2675,6361,33419,65489,4213,9794,3629,8533,2979,7209,4981,10992,1436,3107,593,1310,4664,12388,4232,10640,573,1162,1293,3148,324,772,596,1435,469,1222,78121,173780,10713,22534,1909,4424,6144,13316,1503,3429,...,...,2108,5079,1603,3457,1049,3312,1350,4592,1840,4770,3912,10614,1657,5036,14999,39943,20774,43424,51699,87997,5828,11514,3506,10619,3710,9909,11011,21982,...,...,88795,108378,...,...,7848,11147,7640,12199,13962,19240,1754,3328,518,1303,1903,3642,4415,7769,779,1948,7028,9849,3719,6501,2710,6879,937,1585,540,1297,611,1250,9486,26146,10235,25973,...,...,850,2596,3996,9214,18172,46565,1186,3042,1449,3253,5227,12363,2420,6167,828,1772
"2012","September",1665479,3294923,818115,1533515,...,...,200523,463249,55625,97816,38132,71133,19853,39352,65209,142302,2812,5836,24128,49915,15682,40321,3144,7704,4807,9986,7892,15611,3995,8957,3058,6866,20616,38995,4249,9602,2387,5278,2794,6444,7347,13690,1112,2122,706,1357,4868,11987,3333,8451,597,1269,1442,3184,340,1121,264,613,689,1502,86549,180113,13764,28933,1993,4398,8954,20154,1808,4031,...,...,2099,4956,1503,3794,1214,3685,1756,5801,1908,5583,3613,11144,954,3536,6893,16286,15203,32698,29716,50749,4901,10450,1728,5964,2479,6898,16423,33478,...,...,62130,81530,...,...,6083,8753,2176,3984,9259,13510,2434,4679,673,1623,2017,4794,6437,11734,742,1831,6276,8538,3797,6775,2522,7321,405,889,445,1116,465,1270,7185,19535,5908,16402,...,...,809,2846,2862,7216,15759,36898,1287,3442,1039,2558,4306,8834,2242,5606,1044,2410
"2012","Oktober",1325771,2643983,660828,1317448,...,...,139399,307173,49921,87915,35431,62967,15041,28963,44882,86579,2388,5273,15819,31962,10761,20837,2305,4678,3903,8699,5895,11843,3845,9429,3083,6440,16185,31415,4051,9311,2410,5436,3685,8405,4268,8739,1002,1839,317,635,3904,11141,2682,6958,370,949,1081,2922,205,497,319,854,412,1035,54425,119118,8769,20180,1569,3794,7951,17985,1605,3566,...,...,1907,4731,1537,4084,1058,3364,1734,5638,1894,5856,3606,11605,507,1881,4753,10534,12278,29725,18265,29384,4730,10291,1280,3494,1112,2748,9613,20564,...,...,69376,87536,...,...,5477,8034,2291,4309,12596,17551,2433,4707,842,2107,1088,2393,5052,9314,548,1304,6414,8350,7825,11886,2043,5780,375,937,369,994,374,898,5553,14578,3445,8274,...,...,975,2814,2440,6568,15021,36126,915,2698,885,2827,2987,6395,2230,5921,1232,2798
"2012","November",957194,1806607,474395,844723,...,...,105076,208656,48120,83136,36311,66610,12603,23822,36520,69859,2095,4546,11069,20799,8938,16244,1755,3058,2704,5626,4762,9489,1933,4002,2156,4477,14803,28580,3714,9080,2158,4847,3005,7020,3747,7499,917,1577,336,728,3205,9605,2447,6019,380,1105,1082,3001,228,424,196,484,380,1033,32786,74270,4544,10944,1250,3346,4465,10964,673,2228,...,...,1369,3674,1226,3442,898,2751,1828,5478,1041,3822,3231,9523,469,1770,2978,6401,6079,17453,8351,14874,2707,6448,366,1658,363,907,3651,8565,...,...,34119,44086,...,...,3801,5186,1741,3531,7781,10881,2922,5522,538,1375,665,1479,4951,9570,604,1007,1926,2700,2718,4600,1640,4658,345,771,318,726,326,878,2630,6758,3265,7574,...,...,778,2490,2306,6074,12925,32929,912,2521,771,2659,2589,5676,2084,5552,1229,2837
"2012","Dezember",1100930,2429208,543851,1101296,...,...,120095,322431,53497,109353,45886,90575,10501,21243,47043,118486,2041,4787,19041,58594,14334,46672,3071,9621,2884,6889,4979,11832,1978,4815,2446,6665,14827,31607,3730,8529,4057,11334,2907,6804,4225,8782,824,1637,301,711,3276,12432,1863,4810,320,1068,798,2395,269,911,334,932,236,728,36050,85116,4581,11823,1211,3190,5298,14132,498,1350,...,...,1706,4702,1195,3116,987,3158,1599,5150,2662,8791,2719,6966,370,1610,3242,8264,5116,13721,6766,12895,2657,6325,902,3200,566,1566,7869,18942,...,...,30102,40588,...,...,3509,5670,4843,8779,5965,8243,3981,7665,511,1198,1006,2272,12716,21665,504,1201,1703,2546,4081,6907,1781,5816,782,1467,394,1318,378,1173,1793,5758,3378,9602,...,...,1040,2998,1967,6403,17716,48424,861,2493,639,2384,2269,5968,2237,6275,1166,2439
"2013","Jahrestotal",16831177,35623883,7863745,15889226,...,...,1854263,4573496,692288,1350164,493839,980646,187210,387467,698375,1640091,29853,68827,296623,709937,212484,643365,39377,104480,57566,124197,81364,186991,44866,108058,33799,79688,208034,427310,53882,132255,34439,82856,43795,101820,52294,115684,12874,25184,4861,10475,54222,166400,37617,103602,6868,15748,15419,42784,3838,11215,5590,13119,6506,15556,726035,1585467,103289,230189,20897,48886,86529,206378,17348,40609,...,...,24125,60326,19354,51538,12323,38996,20098,69353,22291,67478,36681,117822,7612,27678,66707,160575,212960,467967,286681,491651,48772,109233,19219,61989,25702,74234,127955,271304,...,...,704945,894316,...,...,64833,100230,42154,76671,133184,187966,35413,65969,8334,21454,17157,37175,87444,153625,7735,20921,61433,83247,77341,124477,26800,75325,11662,29719,5031,13046,6271,16415,83371,242828,72702,195555,...,...,11703,30387,30880,80163,215603,578656,14222,44572,11655,32315,45974,111569,30387,80538,14474,34430
"2013","Januar",1074128,2735819,558210,1307223,...,...,119178,371138,46269,102381,33823,77906,10438,24181,48099,133181,2291,5919,15691,53191,14871,59080,3122,10861,3321,8117,5696,14444,3105,8162,1925,4896,11830,26813,3865,8725,2473,6768,3845,10563,3968,9897,827,1625,191,427,3684,13704,2067,6009,923,1816,821,2316,239,713,315,750,301,1187,34530,87473,5058,13066,1097,3241,7801,20966,1090,3009,...,...,1657,4253,1062,3206,807,2378,1446,4608,2281,8774,2592,7985,374,2175,3761,10021,3475,10099,6594,15133,2712,6911,750,1764,524,1394,9027,23990,...,...,19931,28899,...,...,1981,3905,1408,2822,8606,12613,1117,3017,449,1517,962,2310,2376,5697,419,1048,1238,2174,2108,4710,1845,5477,630,1628,367,1186,428,1510,2460,8044,2686,7187,...,...,869,3022,2302,6885,25772,103811,800,3141,636,1984,2317,6475,3342,12144,1053,2174
"2013","Februar",1156788,3038542,591304,1508923,...,...,136393,407889,51181,118980,31983,67900,11739,27748,56512,168707,2459,6128,27641,100017,20785,81094,4797,18241,4582,12618,8452,25677,4760,15421,3135,8785,12008,27108,4498,11113,1998,4922,3744,11116,3809,10111,907,2094,306,735,3844,13543,1970,6154,762,1450,1023,3589,340,1595,313,712,434,1030,32025,79401,4921,12744,968,2694,5395,15128,896,2408,...,...,1228,3398,936,3044,829,2766,1321,4009,1076,4372,2132,6791,246,1102,4205,10354,3783,10689,7611,14906,2470,6255,967,2971,751,2279,3504,9132,...,...,35989,45374,...,...,3436,6037,1645,4672,5483,8095,1704,3285,246,768,636,1571,3980,7262,371,1350,2365,3062,2470,4815,1597,4772,435,1390,375,1086,430,1138,1606,5128,2230,6224,...,...,772,2353,2093,5942,14477,44130,876,2631,704,2677,2658,7874,2203,6505,1064,2558
"2013","März",1360117,3213051,681087,1461040,...,...,169909,512607,65969,165832,41973,84658,14483,34696,60726,161187,2896,7121,20966,63350,19926,63599,3846,10344,4952,12220,10213,29111,4700,13408,3688,10290,16851,37587,4915,12230,2383,6076,3390,8072,4531,10943,982,2003,261,649,5333,18139,2687,7408,555,1214,1953,7248,204,622,501,1133,349,888,44442,104982,7838,18024,1547,3766,5493,14275,1208,3126,...,...,1878,4740,1470,3439,1053,2799,1618,5316,2171,6530,3208,9756,400,1535,5229,13923,7170,18077,9983,19976,2878,7181,465,1701,560,1602,4110,9670,...,...,29391,40587,...,...,4224,6785,2899,5269,7507,10943,2063,4263,724,1772,779,1701,4720,8684,712,1890,2840,3839,6173,10002,1696,4996,708,2275,605,1789,504,1389,3141,8609,4033,9208,...,...,1112,3462,2489,6703,20580,57151,1292,3677,985,2937,4216,11282,2556,6901,1218,2844
"2013","April",1095938,2278513,488064,979388,...,...,118357,268557,47526,87572,38501,75701,13878,27709,49766,112318,2288,5028,17008,37106,12261,43911,1994,4335,3758,8081,6088,13493,2799,6401,2818,6656,14039,29246,4161,10054,2379,5795,3715,8217,3878,8217,1020,1852,392,825,4519,15997,2344,6661,271,745,1353,3538,229,618,393,936,416,989,45395,102486,7057,15827,1644,4014,6617,15427,1286,3181,...,...,1774,4826,1369,3534,950,2678,1699,5700,1592,4900,3029,10114,395,1093,3794,8328,13393,32018,11761,21096,3999,8416,755,3237,600,1573,7371,15756,...,...,47581,63379,...,...,4546,8386,2766,4634,10972,15000,3707,6457,861,2029,955,1980,5945,10925,522,1461,4709,6525,14362,21508,2148,5699,522,1434,372,998,379,1077,3451,9687,4333,13266,...,...,803,2039,2429,6236,17253,40940,1264,3999,722,1831,2854,5975,2195,5515,1592,3383
"2013","Mai",1332337,2562315,563797,1039819,...,...,153847,327834,52776,91194,34856,62480,16026,30701,55896,109818,2393,5519,20055,40888,11825,21804,2945,6058,3826,7844,5819,11915,2832,5719,2946,6708,16546,32700,4979,12062,2643,6000,3747,7793,4293,8457,1121,2015,331,664,4867,12657,3402,8749,525,1232,1249,2696,253,665,434,944,1015,1742,66476,141680,9814,21642,1548,3741,9634,21186,1852,4027,...,...,1987,5110,1848,5683,1135,3404,1761,6664,1909,5584,3262,11611,946,2412,4257,9166,48473,103023,18425,29519,4437,9462,799,3274,1252,2735,12418,25451,...,...,61077,76696,...,...,5468,7963,5328,9582,12555,17129,4525,7993,1029,2401,1597,3382,8369,13573,545,1269,5820,7671,9997,16229,2165,5917,941,2122,409,1028,540,1229,6044,14328,4121,10205,...,...,1083,2609,2420,5890,20826,49352,1249,3153,842,2650,3747,8314,2599,6255,1564,3324
"2013","Juni",1659017,3274533,713002,1317251,...,...,175096,390609,57609,98269,41138,72617,19020,37964,71183,159911,2686,6289,28772,59581,18421,52060,2841,6634,5425,11360,6838,13815,4275,8458,3605,7754,18921,37057,4911,12425,2801,6928,4236,8953,5212,10609,1104,1906,727,1359,4967,14701,3714,10070,457,926,1358,3620,330,1117,887,2141,802,1983,98876,208269,11543,25184,2571,6162,7874,18820,2158,5162,...,...,2963,7071,2298,6801,1215,4214,2329,8217,2224,6112,4132,15078,1037,4499,5845,12863,48990,102260,46710,75948,5187,12330,1336,4658,2671,8057,16014,32684,...,...,71566,91637,...,...,8695,12926,3849,7297,12344,17270,3170,6143,811,2356,2322,4842,12032,21173,1138,2999,8735,11248,4929,8887,2640,7238,1913,6485,389,879,649,1289,17369,52330,9777,25862,...,...,949,2388,2476,6677,16023,36636,1391,3400,1256,3501,4112,10255,2928,7009,1243,3050
"2013","Juli",1980855,4031410,868448,1749728,...,...,205255,473998,69193,126436,47667,98756,22301,45566,78903,182989,2812,6033,52257,102680,34433,99572,3754,8791,9612,18690,9552,18917,8008,17234,3479,7118,26163,51353,4404,11192,2993,7402,3765,8600,4735,10296,1496,2932,395,853,4963,13292,4615,12059,1068,2373,1594,4119,573,2047,608,1429,656,1553,104451,219040,12526,28210,3867,7506,9143,21025,2136,4608,...,...,2715,6230,2114,5216,786,2771,1335,5121,2134,6140,3105,10283,492,1944,10183,26738,28498,58619,80361,133829,5405,11514,944,3046,1156,3545,18259,37632,...,...,112252,136808,...,...,8178,12443,2665,4947,17071,24400,2447,4562,527,1361,2788,6100,5633,10211,579,1516,9708,13201,4966,8351,2630,6504,1257,3212,503,1063,762,1629,5330,16524,4824,12803,...,...,1097,2300,3210,7353,18963,47095,1554,4206,1100,2692,5752,13691,2605,6480,1142,2933
"2013","August",2026650,4164567,896234,1738214,...,...,229724,551130,80329,159135,63505,142970,23176,48000,75841,175210,2763,6171,42891,90112,28023,93204,4864,12551,5685,11323,6104,12701,3555,6913,2306,5336,30048,59727,5118,12714,4202,9046,3952,8239,5072,11758,1465,2924,661,1281,4866,13058,4796,12664,618,1794,1674,4307,518,947,532,1392,551,1354,79942,166248,12586,25062,1935,4121,6683,14816,1518,3346,...,...,2417,5713,1792,3917,1439,4737,1705,6190,1696,4331,2991,8092,1612,5899,10515,28653,22893,46850,50046,84146,5443,11169,7478,24751,11274,33658,13254,25986,...,...,115086,137902,...,...,8294,12022,9747,15951,14046,20168,2484,4507,943,2637,2006,4393,6442,10947,1570,3301,7802,10519,4341,6805,3100,8420,1163,2416,546,1233,818,2191,24104,70023,19853,57509,...,...,1014,2402,3590,8188,20144,49538,1378,4367,1592,3227,6492,14841,2758,6678,1045,2522
