"Jahr","Monat","Herkunftsland - Total Ankünfte","Herkunftsland - Total Logiernächte","Schweiz Ankünfte","Schweiz Logiernächte","Baltische Staaten Ankünfte","Baltische Staaten Logiernächte","Deutschland Ankünfte","Deutschland Logiernächte","Frankreich Ankünfte","Frankreich Logiernächte","Italien Ankünfte","Italien Logiernächte","Österreich Ankünfte","Österreich Logiernächte","Vereinigtes Königreich Ankünfte","Vereinigtes Königreich Logiernächte","Irland Ankünfte","Irland Logiernächte","Niederlande Ankünfte","Niederlande Logiernächte","Belgien Ankünfte","Belgien Logiernächte","Luxemburg Ankünfte","Luxemburg Logiernächte","Dänemark Ankünfte","Dänemark Logiernächte","Schweden Ankünfte","Schweden Logiernächte","Norwegen Ankünfte","Norwegen Logiernächte","Finnland Ankünfte","Finnland Logiernächte","Spanien Ankünfte","Spanien Logiernächte","Portugal Ankünfte","Portugal Logiernächte","Griechenland Ankünfte","Griechenland Logiernächte","Türkei Ankünfte","Türkei Logiernächte","Übriges Europa Ankünfte","Übriges Europa Logiernächte","Liechtenstein Ankünfte","Liechtenstein Logiernächte","Island Ankünfte","Island Logiernächte","Polen Ankünfte","Polen Logiernächte","Ungarn Ankünfte","Ungarn Logiernächte","Belarus Ankünfte","Belarus Logiernächte","Bulgarien Ankünfte","Bulgarien Logiernächte","Malta Ankünfte","Malta Logiernächte","Zypern Ankünfte","Zypern Logiernächte","Chile Ankünfte","Chile Logiernächte","Vereinigte Staaten Ankünfte","Vereinigte Staaten Logiernächte","Kanada Ankünfte","Kanada Logiernächte","Mexiko Ankünfte","Mexiko Logiernächte","Brasilien Ankünfte","Brasilien Logiernächte","Argentinien Ankünfte","Argentinien Logiernächte","Zentralamerika, Karibik Ankünfte","Zentralamerika, Karibik Logiernächte","Übriges Südamerika Ankünfte","Übriges Südamerika Logiernächte","Übriges Zentralamerika, Karibik Ankünfte","Übriges Zentralamerika, Karibik Logiernächte","Ägypten Ankünfte","Ägypten Logiernächte","Übriges Nordafrika Ankünfte","Übriges Nordafrika Logiernächte","Südafrika Ankünfte","Südafrika Logiernächte","Übriges Afrika Ankünfte","Übriges Afrika Logiernächte","Bahrain Ankünfte","Bahrain Logiernächte","Israel Ankünfte","Israel Logiernächte","Indien Ankünfte","Indien Logiernächte","Japan Ankünfte","Japan Logiernächte","Übriges Süd- und Ostasien Ankünfte","Übriges Süd- und Ostasien Logiernächte","Katar Ankünfte","Katar Logiernächte","Kuwait Ankünfte","Kuwait Logiernächte","Australien Ankünfte","Australien Logiernächte","Australien, Neuseeland, Ozeanien Ankünfte","Australien, Neuseeland, Ozeanien Logiernächte","China Ankünfte","China Logiernächte","Golf-Staaten Ankünfte","Golf-Staaten Logiernächte","Hongkong Ankünfte","Hongkong Logiernächte","Indonesien Ankünfte","Indonesien Logiernächte","Korea (Süd-) Ankünfte","Korea (Süd-) Logiernächte","Malaysia Ankünfte","Malaysia Logiernächte","Philippinen Ankünfte","Philippinen Logiernächte","Neuseeland, Ozeanien Ankünfte","Neuseeland, Ozeanien Logiernächte","Singapur Ankünfte","Singapur Logiernächte","Oman Ankünfte","Oman Logiernächte","Taiwan (Chinesisches Taipei) Ankünfte","Taiwan (Chinesisches Taipei) Logiernächte","Thailand Ankünfte","Thailand Logiernächte","Übriges Westasien Ankünfte","Übriges Westasien Logiernächte","Estland Ankünfte","Estland Logiernächte","Lettland Ankünfte","Lettland Logiernächte","Litauen Ankünfte","Litauen Logiernächte","Saudi-Arabien Ankünfte","Saudi-Arabien Logiernächte","Vereinigte Arabische Emirate Ankünfte","Vereinigte Arabische Emirate Logiernächte","Serbien und Montenegro Ankünfte","Serbien und Montenegro Logiernächte","Kroatien Ankünfte","Kroatien Logiernächte","Rumänien Ankünfte","Rumänien Logiernächte","Russland Ankünfte","Russland Logiernächte","Slowakei Ankünfte","Slowakei Logiernächte","Slowenien Ankünfte","Slowenien Logiernächte","Tschechien Ankünfte","Tschechien Logiernächte","Ukraine Ankünfte","Ukraine Logiernächte","Serbien Ankünfte","Serbien Logiernächte"
"2015","Jahrestotal",17429421,35628476,8124788,16052181,...,...,1616251,3853180,655062,1254447,478165,936913,180219,373235,709925,1640457,31745,68421,251889,583831,190165,566201,35415,89415,46520,99234,77611,180743,40153,93740,33526,75382,202523,396044,53452,118253,33734,79572,47385,106055,55715,115736,12480,24037,5030,10669,58219,160151,31374,86880,5434,13263,14722,39903,3881,8979,4904,12417,6675,16520,802503,1738838,104444,234218,23333,50321,95972,225239,19072,44439,...,...,22517,56070,21024,53803,13035,41652,16950,52441,22681,63243,39282,144865,9715,23646,73316,174683,266427,591924,226198,394784,62956,133389,31335,100288,34350,94409,134910,285828,...,...,1122852,1378434,...,...,86822,140666,43288,79749,230876,317022,36146,67387,11974,30233,18449,39546,73472,137212,11622,28421,96905,128392,97133,159682,27603,77734,6368,14101,5828,14548,5792,13902,127319,375299,116683,307736,...,...,9924,27472,35147,81922,133043,369264,15121,48806,10833,29853,42297,103239,25265,67271,11677,30646
"2015","Januar",1145048,2765550,596673,1337392,...,...,118039,355684,48135,101689,37190,83633,10600,23880,48368,134577,2432,5490,14728,44141,14434,50829,3123,9964,3056,7092,6564,17269,2761,7255,2010,5055,11359,25391,3709,9371,2964,8706,4856,13004,3911,9902,819,1731,332,780,4076,13198,1598,4640,719,1935,991,2667,219,548,397,1023,389,996,35284,89377,5413,13285,1406,3607,11474,31171,1034,2685,...,...,1397,3633,1283,3103,942,3182,1267,3753,2288,8262,2275,7520,227,622,4466,11309,4400,12272,5214,12134,3295,8457,1126,2643,1025,2743,10028,26306,...,...,31122,42182,...,...,1852,3788,2330,4215,16907,23150,1233,2731,334,1018,1161,2661,4184,8367,426,1044,2299,3328,3529,6290,1953,6164,363,989,410,1303,385,1053,3214,10728,3498,9074,...,...,815,2668,2494,7142,19974,77698,999,3751,638,2002,2538,6458,3128,11724,966,2116
"2015","Februar",1234214,3115410,626565,1541223,...,...,123838,363270,58592,144043,32381,71783,11197,26045,61955,183378,2900,7277,27311,95463,21141,80988,4822,18050,4705,12290,8742,26937,4717,14422,2807,7623,11303,25201,4636,11370,2640,6689,3966,10993,3949,10298,902,2105,308,708,4291,14048,1766,5423,351,1118,1084,4149,187,564,483,1033,493,1296,32632,85660,5186,13503,1052,2657,7331,18907,964,2731,...,...,1192,3232,1094,3078,893,3229,1382,3961,1148,3600,2546,9157,188,767,4368,11196,4655,12698,6881,14481,3249,7894,938,2936,864,2229,3619,9525,...,...,65722,80463,...,...,4303,7602,1351,2539,12205,16611,1704,3352,384,1061,615,1521,4145,7756,337,1152,4082,5181,2675,4878,1454,4610,705,1602,461,1529,511,1458,2079,6742,3452,9586,...,...,797,2413,2413,6977,9554,28837,1153,4138,620,1972,2616,6965,1713,4978,949,2259
"2015","März",1314357,2987195,646100,1373686,...,...,145400,409102,56419,121061,40864,83485,14668,32621,59243,152853,2953,6740,18342,51382,15766,53987,2820,6888,4311,9140,9710,27059,4960,14007,3185,7665,14528,30196,4956,11751,3236,7445,3981,9398,4297,9876,939,1958,529,1010,5093,15811,2205,6172,660,1478,1171,3464,240,548,358,1013,414,1038,49015,119715,7101,19235,1576,3973,5622,14452,1323,3195,...,...,1491,3913,1316,3464,854,2871,1612,5028,1720,5014,3545,13704,238,784,5140,13560,8523,21061,8219,18698,4152,9826,1135,3233,850,2083,4313,11075,...,...,54270,69711,...,...,4597,8981,2976,5879,13759,18966,2009,4531,799,1935,764,1717,5096,9655,567,1566,4595,6553,10109,20842,2145,6536,769,1852,550,1646,584,1371,5062,14602,5853,14649,...,...,902,2210,2825,6936,11674,35650,1517,4886,820,2372,4016,10563,1960,5308,1046,2560
"2015","April",1157488,2344338,530325,1055142,...,...,109772,266106,45387,82299,35069,66418,12860,26906,45801,104187,2161,4676,13359,26336,13651,43058,2415,5471,2945,6487,5520,13024,2183,4846,2983,7113,13481,27378,4021,9459,2219,5126,3767,7658,3716,7654,947,1879,292,568,3815,10531,2151,6018,409,1018,896,2665,236,515,254,608,353,1086,47828,104728,7569,17274,1723,3556,7554,17115,1264,3012,...,...,1649,3853,1380,3618,905,3047,1168,3654,1617,3861,2752,10190,315,1211,4485,9985,17707,38588,7755,13291,4000,8352,1515,4617,1251,2736,7552,15874,...,...,78158,94068,...,...,6934,11266,3855,7222,17584,22358,3339,5929,1377,3093,1129,2144,4715,8651,532,1281,4690,6278,21542,32759,1649,4714,390,1262,429,1138,400,1037,5147,13992,6186,17150,...,...,859,2148,2341,5724,7829,20171,1188,3931,836,2173,2675,5956,1718,4711,1009,2388
"2015","Mai",1424371,2616805,610318,1081986,...,...,129677,264576,50075,85323,37135,63822,15493,30736,53424,104560,2329,4952,19337,37297,10627,19373,2300,4537,3281,6825,4766,9767,2294,4819,2805,5824,15244,28421,4663,10073,2340,5092,4626,8885,4909,9255,1133,2017,410,837,4684,11554,2692,7202,233,615,1767,3690,282,677,285,627,725,1461,73736,153843,10405,21621,2052,4043,9746,21310,2017,4501,...,...,2009,4689,2169,5606,1032,3191,1535,4104,1913,5233,4142,13943,268,765,5366,12209,65179,139492,17517,27814,5529,11110,1521,4331,1965,5011,13215,26458,...,...,104667,124373,...,...,8213,12240,4822,8971,21067,28668,3045,6253,1882,4542,1635,3305,5941,10301,877,2140,9647,12013,11882,18187,2098,5623,473,899,410,878,510,1052,8628,23319,6180,14523,...,...,801,2181,3084,6828,10972,26479,1141,3537,1022,2559,2877,6014,2257,5067,1070,2776
"2015","Juni",1685080,3216833,728111,1324897,...,...,153864,330232,55590,96296,37304,68344,18219,36618,73545,159218,3126,6156,22404,46695,16134,42420,2815,5960,3976,7948,6375,12802,3916,7758,3638,7109,18457,35736,4889,10611,2501,5444,3796,8228,5066,9981,1209,2182,478,1042,5525,14495,3340,9545,383,884,1313,3754,294,671,446,1270,798,1991,107790,228355,11868,27276,2354,5141,9286,21291,2469,6023,...,...,2551,6689,2761,7753,955,3220,1208,4253,2076,5601,3927,15626,438,1386,7443,18872,57453,125267,31923,54058,6299,13312,1228,3615,1643,4305,17370,35578,...,...,117336,144421,...,...,10544,16616,3749,7050,21698,29968,3862,7167,1130,2932,2389,5223,8556,15917,753,1875,16500,21540,6941,12474,2345,6418,660,1257,621,1338,549,1191,7780,21865,6368,15344,...,...,874,2322,3132,6853,10747,24753,1386,4307,1087,2414,4267,9719,2080,4879,1172,3082
"2015","Juli",2060458,4075726,879095,1755638,...,...,166022,377588,64920,121314,42376,85115,19210,38209,81718,178437,2738,6001,42804,78936,29846,85340,3051,6809,7170,13503,8440,16305,6403,12086,3610,7265,24489,44679,4413,9552,2593,5606,4013,8429,4973,9855,1249,2489,417,976,6313,15885,4299,11300,487,1187,1407,3907,399,772,774,1985,645,1537,117640,238155,13022,27288,4014,7526,9494,20930,2143,4472,...,...,2533,5571,2402,5602,1492,4383,1065,3410,2688,6396,3359,12019,4455,6454,11318,26559,33286,72577,59124,97778,8736,16263,5810,16805,6360,16466,19413,39619,...,...,173752,209729,...,...,12102,19566,10919,18468,30485,43088,2526,4761,936,2623,2608,6361,5810,10911,1708,4109,14607,19923,4972,9091,2765,7376,562,1232,485,1048,620,1418,25334,67662,20176,51322,...,...,748,2023,3625,7479,12522,31387,1698,5285,1131,2614,5171,12004,2241,5198,727,2070
"2015","August",2083388,4123659,899042,1699618,...,...,192991,433478,74109,144686,56658,118017,21428,42179,76511,169173,2842,5592,32374,64874,23307,75567,3949,8781,4374,8673,5887,12223,3342,6792,2415,5626,30743,56128,5353,10607,2746,5539,3615,7809,5665,11175,1316,2378,553,1072,6264,14976,3939,10273,515,1175,1588,3859,467,1077,420,1073,520,1365,95398,196583,12213,23995,2456,4778,7192,15334,1854,4120,...,...,2361,4983,2301,4736,1506,4973,1638,5184,1803,4351,3276,10579,2058,7014,11507,29623,26946,55798,39234,65548,8206,16040,10872,39404,13236,40424,15924,30424,...,...,179853,214574,...,...,11223,17341,1745,3781,29487,41409,1723,3269,814,2182,1847,4173,5020,8911,3227,7079,11712,15616,4170,6730,3735,9255,607,1082,491,1141,419,1165,38431,119360,36935,108909,...,...,753,1903,4447,9051,12152,29286,1507,4450,1283,3535,5785,13823,2330,5652,778,2306
"2015","September",1740292,3360603,822798,1540442,...,...,156953,355599,54062,92360,38273,69742,19295,39531,70528,151141,2971,6215,21312,43764,15111,40165,2797,5986,4351,9198,6747,13752,3368,7067,3034,6391,20350,37545,4391,9480,2510,5411,4125,8572,5595,10466,1154,2126,677,1353,5815,14357,3283,8821,339,832,1383,3203,525,1054,472,1095,1110,2411,102604,208336,13827,28606,2241,4757,9185,20789,2193,4781,...,...,2168,5552,2103,5192,1441,4331,1533,4957,2038,5234,3711,13152,673,2032,6666,14154,19155,42162,25784,44630,6532,13102,3065,9131,3634,9599,19034,37303,...,...,115133,142404,...,...,9405,14525,2253,4287,20822,29067,3814,6566,1172,2891,2876,5609,7021,13399,1297,3224,11986,16025,5924,10928,3091,7794,424,1036,582,1230,559,1204,18821,53016,10612,25766,...,...,858,2486,3064,6742,9486,21163,1386,4240,1211,3065,4490,10495,2047,4669,1042,2893
"2015","Oktober",1420562,2686864,699833,1315229,...,...,119373,248701,50619,88036,35655,65928,14382,30449,46150,91071,2736,5640,13839,29922,9116,16335,2035,3766,3179,6509,5890,11882,2486,6134,2736,5954,14926,28378,3970,8714,2585,5907,3334,7268,4811,8912,1105,2200,465,932,4509,12840,2409,6964,632,1207,1128,2979,295,663,314,759,549,1406,61977,132793,8273,18549,1714,3588,7766,17497,1939,4430,...,...,2134,5109,2009,5069,979,3026,1617,5311,1622,4494,3876,14427,265,710,4963,9770,15748,36953,13528,23168,5878,11892,1491,4715,1615,3944,10053,20061,...,...,114665,140620,...,...,7805,11744,2714,5119,24031,32487,3557,6039,1208,2918,1518,2830,5905,10758,862,2195,9908,12853,13128,18832,2373,6494,649,1161,552,1191,436,954,7061,21891,6923,15340,...,...,928,2352,2882,6400,9033,22302,1176,4069,754,2335,2984,7866,2004,5017,998,2906
"2015","November",1014350,1866861,502370,869733,...,...,97315,184475,43367,72692,34171,62073,12883,25111,41179,76901,2502,4900,10963,19949,8210,14705,1916,3519,2795,5650,4664,9335,2002,4190,2242,4554,13189,25131,4169,8304,2874,6390,3921,8614,3740,8027,865,1409,317,825,4295,11361,2023,5410,317,865,1079,2797,284,711,290,666,366,951,38164,86376,4914,11631,1304,3373,5431,12082,1145,2808,...,...,1516,4104,1167,3545,1088,3389,1525,4669,1247,4115,3313,14599,244,837,3579,7875,7177,18647,6167,13001,4168,9693,1112,3986,867,2513,4269,9863,...,...,51258,65056,...,...,4487,7137,2044,4323,12973,17781,4302,7594,897,2491,788,1600,5728,10421,597,1530,3614,4698,4561,7111,1859,5565,403,900,427,1092,395,891,3374,12168,4717,10209,...,...,832,2319,2537,6153,8764,22009,1092,3387,769,2259,2606,6800,1663,4158,958,2855
"2015","Dezember",1149813,2468632,583558,1157195,...,...,103007,264369,53787,104648,51089,98553,9984,20950,51503,134961,2055,4782,15116,45072,12822,43434,3372,9684,2377,5919,4306,10388,1721,4364,2061,5203,14454,31860,4282,8961,4526,12217,3385,7197,5083,10335,842,1563,252,566,3539,11095,1669,5112,389,949,915,2769,453,1179,411,1265,313,982,40435,94917,4653,11955,1441,3322,5891,14361,727,1681,...,...,1516,4742,1039,3037,948,2810,1400,4157,2521,7082,2560,9949,346,1064,4015,9571,6198,16409,4852,10183,2912,7448,1522,4872,1040,2356,10120,23742,...,...,36916,50833,...,...,5357,9860,4530,7895,9858,13469,5032,9195,1041,2547,1119,2402,11351,22165,439,1226,3265,4384,7700,11560,2136,7185,363,829,410,1014,424,1108,2388,9954,5783,15864,...,...,757,2447,2303,5637,10336,29529,878,2825,662,2553,2272,6576,2124,5910,962,2435
"2016","Jahrestotal",17477932,35532576,8273130,16244561,...,...,1616180,3703753,670966,1244607,476965,919827,188300,385084,703933,1633232,33200,70511,264450,584359,194702,538560,37243,90151,51250,106590,77326,170958,41591,94188,33262,75755,210943,418078,57205,123290,38343,88066,53645,115888,61469,126024,14030,26112,5924,11697,63550,167529,35483,86102,5221,14178,15235,38592,4736,12260,5771,13425,6623,15583,854687,1834500,103534,227173,24377,52053,85567,201340,22461,48186,...,...,24668,58752,20353,50232,12603,38307,17664,51723,19883,55255,37071,133178,6663,21608,79086,177845,265410,599062,197567,361053,64331,138908,32958,97222,31627,87725,135048,283563,...,...,879605,1130925,...,...,88987,147052,43347,78774,241443,339473,33378,64344,13270,31665,18331,40194,64664,136944,11353,27775,111503,148593,117777,180929,29942,86410,7295,16846,5664,13286,6412,14354,131135,395186,126393,329951,...,...,11547,28551,35913,88325,119322,323614,16002,47631,11018,28411,41916,103660,23784,62468,11697,30570
"2016","Januar",1109761,2574777,589645,1268292,...,...,106676,303728,44902,93015,34622,77882,10596,22954,48305,129648,2433,5220,13204,35185,13971,43258,2647,8322,3080,7611,5373,13673,2194,5654,2295,5198,11325,25477,3655,8039,3413,9164,4859,12856,3933,9128,736,1594,260,564,4129,13069,1609,4690,274,896,955,2732,252,625,444,1171,373,926,40697,97464,5323,12951,1406,3511,8398,21984,1308,3184,...,...,1554,4113,1241,3228,983,2901,1171,3365,1958,6625,2330,8918,243,777,3737,8744,4547,12749,4695,11500,2800,7279,1409,4233,916,2228,10052,25755,...,...,29076,43311,...,...,2855,5680,1860,3727,14665,20733,1389,2776,523,1302,1227,3325,3953,7921,405,1021,2189,3032,3375,6713,1971,6545,755,1874,480,1134,383,1215,3334,11358,4690,11642,...,...,857,2584,2242,6496,14699,55475,854,3028,819,2507,2395,6643,2954,10196,883,2459
"2016","Februar",1243588,3085026,645379,1588153,...,...,121205,331588,62174,139009,33596,72583,11608,25871,64031,187481,2996,6756,24497,74760,18506,69503,4249,14826,4423,11522,7670,19401,4354,12238,2763,6964,12138,26007,4502,9647,2891,6775,4344,11442,4546,10973,929,2043,470,1010,4535,13946,1897,5114,430,1325,1173,3551,394,1253,349,770,441,970,36928,91387,5596,14183,905,2322,5918,15602,1334,3222,...,...,1271,3485,1173,3217,879,2962,1444,4280,1063,3514,2645,10426,282,1060,4392,11006,5198,13404,5708,13359,2527,6549,1255,4180,852,2161,4056,10192,...,...,48966,64683,...,...,4833,9262,1188,2530,12548,17734,1812,3449,747,1747,724,1797,3353,8382,400,1178,4815,6355,4631,8294,1986,6748,672,1947,437,1164,573,1299,2194,7240,4483,12487,...,...,799,2379,2403,7151,8825,26317,1074,3514,719,2015,2823,8180,1709,4795,958,2387
"2016","März",1370582,3166213,692486,1503769,...,...,141996,417301,57010,124275,43481,89847,14449,33159,64156,168455,2920,6518,18889,58954,18264,60134,3416,8422,4270,9721,9343,26153,4004,11334,3516,8522,16856,35386,5246,11450,3240,7645,4012,9307,4878,10635,1175,2207,521,1123,5397,17576,2374,6274,362,1103,1230,3462,446,1150,355,908,437,1056,49325,118465,7089,17231,1897,4082,4790,12240,1455,3178,...,...,1795,4409,1361,3342,905,2788,1484,4708,1899,5648,3239,12803,252,685,5503,14112,10501,24814,7625,18071,3549,9019,1614,6256,915,2656,4584,11312,...,...,50115,64521,...,...,5920,11427,2886,5588,12618,17690,2273,4574,1064,2544,960,2384,5021,9699,744,1693,4029,5449,9383,14806,2622,8738,744,1858,625,1681,580,1488,4725,14575,7860,20012,...,...,807,1970,3001,7688,10546,30531,1536,4417,896,2700,4127,10275,1888,5298,1101,2942
"2016","April",1173979,2268587,544867,1018151,...,...,107486,225208,48219,84761,35877,66547,13805,27887,47932,103972,2376,4746,16323,30801,11030,28005,2126,4456,3293,6564,5522,12568,2608,6297,2661,6183,12284,24509,4294,10011,2828,6122,3871,8200,4166,8451,1121,1901,317,543,4988,14320,2604,6349,380,1032,1307,3453,282,665,266,621,465,1248,52179,115519,6929,15640,1322,3079,6535,14234,1651,3400,...,...,1716,3887,1167,2951,1003,3086,1387,4124,1196,3059,2872,11444,287,899,5001,10914,18127,40529,7548,14364,4677,9431,2001,5477,945,2336,7417,15787,...,...,66183,81851,...,...,5123,8107,3915,7258,17624,23529,2856,5754,1247,3002,1143,2398,4526,9537,515,1288,5369,7167,22330,32064,2214,6376,453,1189,351,815,440,1077,5680,15810,7630,19177,...,...,1131,2479,2708,7125,7890,19545,1245,4070,886,2185,2587,6361,1698,4013,977,2679
"2016","Mai",1435763,2660851,620571,1107246,...,...,133921,265565,51629,85999,33249,59005,17037,32875,58614,116338,2996,6003,19577,37153,11824,21433,2745,5356,4201,7763,5678,10718,3052,6243,2845,5799,16608,31768,5158,10810,2788,6217,5462,10541,4462,8918,1181,1996,499,1049,5311,12778,3468,7641,509,1443,1287,3282,347,896,793,1365,704,1631,75651,158668,9667,20668,1868,4085,8560,19138,2776,5538,...,...,2281,5042,1781,4404,1237,3455,1656,5044,1819,4855,3617,13170,444,986,5249,10445,61751,134390,12632,22125,5774,11403,1916,4706,1800,4431,13056,25724,...,...,85643,104811,...,...,8040,12600,4735,8773,22569,30990,3278,6454,1442,3521,1559,4303,5709,11589,1011,2380,10700,13964,15431,23529,2246,5977,641,1254,416,937,483,1138,11085,29507,8751,20122,...,...,1031,2492,2838,6698,9721,23228,1226,3626,847,2264,3231,7210,2086,4836,993,2540
"2016","Juni",1637109,3125222,707450,1287492,...,...,147214,308045,54173,92464,39584,73509,19086,37090,70808,158478,3081,6346,24373,49162,16682,41355,2981,6191,4747,9994,6616,12835,3910,7693,3311,6709,17741,35383,4947,10823,2905,6543,4861,10414,6385,11798,1259,2407,915,1609,6167,14969,4483,9402,556,1423,1597,3608,541,1253,424,1039,879,2168,118593,246959,11771,26044,3116,6678,7536,18366,2717,6245,...,...,2964,7165,2543,6688,738,2772,1132,4165,1916,5152,3681,15402,234,713,7798,16358,50183,111870,28747,49699,6372,13803,1130,2037,738,1880,17540,35158,...,...,91373,118603,...,...,11945,19034,3368,6421,25515,36701,2782,5848,1413,3975,2068,4408,8097,16867,485,1175,20137,26486,8431,14378,2034,6304,612,1162,577,1211,649,1330,2312,6610,4887,11736,...,...,1081,2473,3037,7307,9157,21813,1943,4687,1185,2436,3853,9240,1911,4860,1132,2801
"2016","Juli",2055461,4070731,901188,1788122,...,...,171440,365504,67352,117457,41141,75989,21261,42192,78383,172384,2894,5953,43819,79612,32529,91159,3585,7458,9373,16406,9902,18521,7456,13503,3708,8866,25229,47415,4999,11786,2916,6535,4681,9105,5504,11701,1512,2953,592,1077,6600,15277,4680,10628,451,1278,1599,3559,393,1099,486,1360,752,1660,124780,252440,12303,24710,3746,7169,7227,16202,2646,5358,...,...,2587,5475,2174,5068,1551,4426,1469,4160,2052,5619,2979,8981,1199,4273,10165,22279,33039,71580,50245,86831,8751,17367,5916,16324,6099,16170,19344,38538,...,...,128317,162410,...,...,12696,19904,8115,13672,32681,46270,2589,5061,945,2217,2514,5735,4864,10751,2585,6397,14818,20198,8019,12875,3554,9237,844,1805,482,933,641,1324,27548,77594,25014,67578,...,...,811,2011,4072,8798,10641,27829,1658,4645,1096,2484,5601,12946,1886,4236,773,2292
"2016","August",2026168,4095863,895628,1733097,...,...,195542,441145,76178,140552,58925,117711,22097,45864,72274,165447,2974,6411,39416,79614,24298,74384,4738,10998,4310,8597,5795,11270,3156,6035,2249,5124,34247,64651,5224,10713,3479,7147,4067,7825,5185,11307,1471,2902,660,1360,7145,16386,4229,9635,930,2199,1549,3457,451,1128,679,1503,531,1295,95835,198368,12142,25094,2245,4399,6500,14822,2064,4181,...,...,2085,4755,2462,4712,1322,4120,1922,5519,1597,3594,3393,10006,1629,5965,13579,33593,26046,56689,34476,60696,8588,17963,9656,33193,10629,31798,14747,28850,...,...,127503,159605,...,...,10402,16446,1579,3186,31763,45282,1374,3069,799,1978,2038,3849,3665,8012,2096,5336,11164,15275,4958,8444,3824,10059,592,1486,588,1315,594,1254,39700,121437,29863,89951,...,...,981,2210,3887,8424,9484,24632,1587,4577,1237,2782,5240,13853,2173,5276,733,2051
"2016","September",1772685,3392208,856855,1561765,...,...,161627,347723,53716,92123,37666,67605,19551,40120,65415,144524,2976,6295,22746,46628,16329,37142,3456,7402,4482,8641,7003,14780,3931,8082,3000,6395,18263,34165,4811,10502,2565,5209,5397,10528,5843,11057,1610,2734,653,1306,6129,14230,3281,8167,476,1038,1436,3240,532,1404,443,1073,700,1507,110760,222278,13522,27821,2330,4741,8740,19084,2554,5239,...,...,2617,5891,1837,4450,1415,4264,1665,4661,1807,4604,3271,11162,999,2905,8348,17523,21742,49482,21341,38336,7338,15311,4281,11773,5643,15706,18976,37089,...,...,82130,107569,...,...,9551,14768,2467,4565,25943,36619,3370,6374,1350,3217,2246,4197,5476,11940,1335,3099,17782,24110,6563,10891,3065,8512,645,1256,408,941,495,1117,21472,64638,15539,36398,...,...,926,2628,3176,7836,9184,21085,1624,4463,939,2308,4145,9312,1715,4048,1061,2612
"2016","Oktober",1437854,2764619,724183,1381511,...,...,124097,254374,53314,92070,38118,69715,15199,31576,43840,86874,2586,5618,14698,32186,9134,17461,2297,4608,3717,8250,5469,11702,2713,7416,2789,6158,14789,29014,4695,10176,3297,7579,3676,8218,7029,12837,1186,2135,451,923,4641,11773,2849,7003,270,822,1095,2847,313,678,588,1327,638,1351,64949,138310,8838,19295,2103,4340,8364,18867,2017,4318,...,...,2359,5792,1751,4601,978,2980,1335,4053,1603,4289,3557,13254,566,1602,6307,13080,17348,39624,11784,21188,6551,13514,1476,3672,1833,4444,10128,21010,...,...,84797,109828,...,...,7564,12050,3663,6495,21843,30249,3529,6547,1437,3306,1617,3110,4929,10247,767,1826,11324,14581,17073,24482,2438,6832,442,1006,390,962,507,1022,5364,19723,7216,15582,...,...,1197,2781,3236,7913,8830,20814,1266,3764,874,2437,3009,7021,1840,4702,1184,2904
"2016","November",1020879,1878653,502295,876023,...,...,98743,189156,46619,77383,32673,58673,13320,25112,37905,72553,2514,5126,11632,22352,8941,16955,2029,4065,2983,5978,4658,9185,2421,5459,2138,4709,13766,26269,4410,8658,3001,6749,4218,8888,4981,9736,886,1506,325,537,4559,11981,2085,5656,277,786,1024,2736,339,848,388,910,365,917,38322,86766,5189,11141,1451,3245,5827,13449,1078,2481,...,...,1620,4265,1406,4064,779,2219,1416,3840,996,2885,2853,9399,189,566,3661,7913,9147,23887,6247,12320,3756,8898,1160,2345,493,1415,4191,9475,...,...,47071,60315,...,...,4001,6781,3761,5914,12448,17961,2690,4744,1023,2247,884,1836,4442,9437,484,1105,5327,6617,8052,10668,1908,5237,404,812,373,805,553,1004,3814,14190,4696,9778,...,...,962,2507,2859,6647,8613,20898,1127,3732,781,2385,2610,6339,1723,4486,997,2729
"2016","Dezember",1194103,2449826,592583,1130940,...,...,106233,254416,55680,105499,48033,90761,10291,20384,52270,127078,2454,5519,15276,37952,13194,37771,2974,8047,2371,5543,4297,10152,1792,4234,1987,5128,17697,38034,5264,10675,5020,12381,4197,8564,4557,9483,964,1734,261,596,3949,11224,1924,5543,306,833,983,2665,446,1261,556,1378,338,854,46668,107876,5165,12395,1988,4402,7172,17352,861,1842,...,...,1819,4473,1457,3507,813,2334,1583,3804,1977,5411,2634,8213,339,1177,5346,11878,7781,20044,6519,12564,3648,8371,1144,3026,764,2500,10957,24673,...,...,38431,53418,...,...,6057,10993,5810,10645,11226,15715,5436,9694,1280,2609,1351,2852,10629,22562,526,1277,3849,5359,9531,13785,2080,5845,491,1197,537,1388,514,1086,3907,12504,5764,15488,...,...,964,2037,2454,6242,11732,31447,862,3108,739,1908,2295,6280,2201,5722,905,2174
